# Assembly name:  UTA_CroVir_3.0
# Organism name:  Crotalus viridis viridis (prairie rattlesnake)
# Sex:  male
# Taxid:          8742
# BioSample:      SAMN07738522
# BioProject:     PRJNA413201
# Submitter:      University of Texas at Arlington
# Date:           2019-01-08
# Assembly type:  haploid
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# WGS project:    PDHV02
# Assembly method: Dovetail Genomics HiRise v. 2.1.3-59a1db48d61f
# Expected final version: yes
# Genome coverage: 1000.0x
# Sequencing technology: Illumina HiSeq
# RefSeq category: Representative Genome
# GenBank assembly accession: GCA_003400415.2
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_003400425.2		Primary Assembly
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
scaffold-un103	unplaced-scaffold	na	na	PDHV02000112.1	<>	na	Primary Assembly	66218	na
scaffold-un1030	unplaced-scaffold	na	na	PDHV02001039.1	<>	na	Primary Assembly	3319	na
scaffold-un1031	unplaced-scaffold	na	na	PDHV02001040.1	<>	na	Primary Assembly	3311	na
scaffold-un1032	unplaced-scaffold	na	na	PDHV02001041.1	<>	na	Primary Assembly	3303	na
scaffold-un1033	unplaced-scaffold	na	na	PDHV02001042.1	<>	na	Primary Assembly	3296	na
scaffold-un1034	unplaced-scaffold	na	na	PDHV02001043.1	<>	na	Primary Assembly	3292	na
scaffold-un1035	unplaced-scaffold	na	na	PDHV02001044.1	<>	na	Primary Assembly	3290	na
scaffold-un1036	unplaced-scaffold	na	na	PDHV02001045.1	<>	na	Primary Assembly	3283	na
scaffold-un1037	unplaced-scaffold	na	na	PDHV02001046.1	<>	na	Primary Assembly	3282	na
scaffold-un1038	unplaced-scaffold	na	na	PDHV02001047.1	<>	na	Primary Assembly	3279	na
scaffold-un1039	unplaced-scaffold	na	na	PDHV02001048.1	<>	na	Primary Assembly	3266	na
scaffold-un104	unplaced-scaffold	na	na	PDHV02000113.1	<>	na	Primary Assembly	65136	na
scaffold-un1040	unplaced-scaffold	na	na	PDHV02001049.1	<>	na	Primary Assembly	3249	na
scaffold-un1041	unplaced-scaffold	na	na	PDHV02001050.1	<>	na	Primary Assembly	3239	na
scaffold-un1042	unplaced-scaffold	na	na	PDHV02001051.1	<>	na	Primary Assembly	3238	na
scaffold-un1043	unplaced-scaffold	na	na	PDHV02001052.1	<>	na	Primary Assembly	3235	na
scaffold-un1044	unplaced-scaffold	na	na	PDHV02001053.1	<>	na	Primary Assembly	3233	na
scaffold-un1045	unplaced-scaffold	na	na	PDHV02001054.1	<>	na	Primary Assembly	3231	na
scaffold-un1046	unplaced-scaffold	na	na	PDHV02001055.1	<>	na	Primary Assembly	3227	na
scaffold-un1047	unplaced-scaffold	na	na	PDHV02001056.1	<>	na	Primary Assembly	3226	na
scaffold-un1048	unplaced-scaffold	na	na	PDHV02001057.1	<>	na	Primary Assembly	3214	na
scaffold-un1049	unplaced-scaffold	na	na	PDHV02001058.1	<>	na	Primary Assembly	3213	na
scaffold-un105	unplaced-scaffold	na	na	PDHV02000114.1	<>	na	Primary Assembly	64955	na
scaffold-un1050	unplaced-scaffold	na	na	PDHV02001059.1	<>	na	Primary Assembly	3205	na
scaffold-un1051	unplaced-scaffold	na	na	PDHV02001060.1	<>	na	Primary Assembly	3204	na
scaffold-un1052	unplaced-scaffold	na	na	PDHV02001061.1	<>	na	Primary Assembly	3197	na
scaffold-un1053	unplaced-scaffold	na	na	PDHV02001062.1	<>	na	Primary Assembly	3194	na
scaffold-un1054	unplaced-scaffold	na	na	PDHV02001063.1	<>	na	Primary Assembly	3190	na
scaffold-un1055	unplaced-scaffold	na	na	PDHV02001064.1	<>	na	Primary Assembly	3184	na
scaffold-un1056	unplaced-scaffold	na	na	PDHV02001065.1	<>	na	Primary Assembly	3180	na
scaffold-un1057	unplaced-scaffold	na	na	PDHV02001066.1	<>	na	Primary Assembly	3177	na
scaffold-un1058	unplaced-scaffold	na	na	PDHV02001067.1	<>	na	Primary Assembly	3177	na
scaffold-un1059	unplaced-scaffold	na	na	PDHV02001068.1	<>	na	Primary Assembly	3176	na
scaffold-un106	unplaced-scaffold	na	na	PDHV02000115.1	<>	na	Primary Assembly	64805	na
scaffold-un1060	unplaced-scaffold	na	na	PDHV02001069.1	<>	na	Primary Assembly	3176	na
scaffold-un1061	unplaced-scaffold	na	na	PDHV02001070.1	<>	na	Primary Assembly	3171	na
scaffold-un1062	unplaced-scaffold	na	na	PDHV02001071.1	<>	na	Primary Assembly	3165	na
scaffold-un1063	unplaced-scaffold	na	na	PDHV02001072.1	<>	na	Primary Assembly	3163	na
scaffold-un1064	unplaced-scaffold	na	na	PDHV02001073.1	<>	na	Primary Assembly	3148	na
scaffold-un1065	unplaced-scaffold	na	na	PDHV02001074.1	<>	na	Primary Assembly	3147	na
scaffold-un1066	unplaced-scaffold	na	na	PDHV02001075.1	<>	na	Primary Assembly	3137	na
scaffold-un1067	unplaced-scaffold	na	na	PDHV02001076.1	<>	na	Primary Assembly	3134	na
scaffold-un1068	unplaced-scaffold	na	na	PDHV02001077.1	<>	na	Primary Assembly	3130	na
scaffold-un1069	unplaced-scaffold	na	na	PDHV02001078.1	<>	na	Primary Assembly	3127	na
scaffold-un107	unplaced-scaffold	na	na	PDHV02000116.1	<>	na	Primary Assembly	64747	na
scaffold-un1070	unplaced-scaffold	na	na	PDHV02001079.1	<>	na	Primary Assembly	3126	na
scaffold-un1071	unplaced-scaffold	na	na	PDHV02001080.1	<>	na	Primary Assembly	3120	na
scaffold-un1072	unplaced-scaffold	na	na	PDHV02001081.1	<>	na	Primary Assembly	3119	na
scaffold-un1073	unplaced-scaffold	na	na	PDHV02001082.1	<>	na	Primary Assembly	3118	na
scaffold-un1074	unplaced-scaffold	na	na	PDHV02001083.1	<>	na	Primary Assembly	3112	na
scaffold-un1075	unplaced-scaffold	na	na	PDHV02001084.1	<>	na	Primary Assembly	3111	na
scaffold-un1076	unplaced-scaffold	na	na	PDHV02001085.1	<>	na	Primary Assembly	3103	na
scaffold-un1077	unplaced-scaffold	na	na	PDHV02001086.1	<>	na	Primary Assembly	3100	na
scaffold-un1078	unplaced-scaffold	na	na	PDHV02001087.1	<>	na	Primary Assembly	3099	na
scaffold-un1079	unplaced-scaffold	na	na	PDHV02001088.1	<>	na	Primary Assembly	3087	na
scaffold-un108	unplaced-scaffold	na	na	PDHV02000117.1	<>	na	Primary Assembly	63839	na
scaffold-un1080	unplaced-scaffold	na	na	PDHV02001089.1	<>	na	Primary Assembly	3085	na
scaffold-un1081	unplaced-scaffold	na	na	PDHV02001090.1	<>	na	Primary Assembly	3084	na
scaffold-un1082	unplaced-scaffold	na	na	PDHV02001091.1	<>	na	Primary Assembly	3083	na
scaffold-un1083	unplaced-scaffold	na	na	PDHV02001092.1	<>	na	Primary Assembly	3079	na
scaffold-un1084	unplaced-scaffold	na	na	PDHV02001093.1	<>	na	Primary Assembly	3077	na
scaffold-un1085	unplaced-scaffold	na	na	PDHV02001094.1	<>	na	Primary Assembly	3076	na
scaffold-un1086	unplaced-scaffold	na	na	PDHV02001095.1	<>	na	Primary Assembly	3050	na
scaffold-un1087	unplaced-scaffold	na	na	PDHV02001096.1	<>	na	Primary Assembly	3047	na
scaffold-un1088	unplaced-scaffold	na	na	PDHV02001097.1	<>	na	Primary Assembly	3042	na
scaffold-un1089	unplaced-scaffold	na	na	PDHV02001098.1	<>	na	Primary Assembly	3040	na
scaffold-un109	unplaced-scaffold	na	na	PDHV02000118.1	<>	na	Primary Assembly	63744	na
scaffold-un1090	unplaced-scaffold	na	na	PDHV02001099.1	<>	na	Primary Assembly	3035	na
scaffold-un1091	unplaced-scaffold	na	na	PDHV02001100.1	<>	na	Primary Assembly	3034	na
scaffold-un1092	unplaced-scaffold	na	na	PDHV02001101.1	<>	na	Primary Assembly	3033	na
scaffold-un1093	unplaced-scaffold	na	na	PDHV02001102.1	<>	na	Primary Assembly	3029	na
scaffold-un1094	unplaced-scaffold	na	na	PDHV02001103.1	<>	na	Primary Assembly	3027	na
scaffold-un1095	unplaced-scaffold	na	na	PDHV02001104.1	<>	na	Primary Assembly	3021	na
scaffold-un1096	unplaced-scaffold	na	na	PDHV02001105.1	<>	na	Primary Assembly	3020	na
scaffold-un1097	unplaced-scaffold	na	na	PDHV02001106.1	<>	na	Primary Assembly	3018	na
scaffold-un1098	unplaced-scaffold	na	na	PDHV02001107.1	<>	na	Primary Assembly	3003	na
scaffold-un1099	unplaced-scaffold	na	na	PDHV02001108.1	<>	na	Primary Assembly	3003	na
scaffold-un11	unplaced-scaffold	na	na	PDHV02000020.1	<>	na	Primary Assembly	2361188	na
scaffold-un110	unplaced-scaffold	na	na	PDHV02000119.1	<>	na	Primary Assembly	63561	na
scaffold-un1100	unplaced-scaffold	na	na	PDHV02001109.1	<>	na	Primary Assembly	3001	na
scaffold-un1101	unplaced-scaffold	na	na	PDHV02001110.1	<>	na	Primary Assembly	3000	na
scaffold-un1102	unplaced-scaffold	na	na	PDHV02001111.1	<>	na	Primary Assembly	3000	na
scaffold-un1103	unplaced-scaffold	na	na	PDHV02001112.1	<>	na	Primary Assembly	2996	na
scaffold-un1104	unplaced-scaffold	na	na	PDHV02001113.1	<>	na	Primary Assembly	2990	na
scaffold-un1105	unplaced-scaffold	na	na	PDHV02001114.1	<>	na	Primary Assembly	2984	na
scaffold-un1106	unplaced-scaffold	na	na	PDHV02001115.1	<>	na	Primary Assembly	2980	na
scaffold-un1107	unplaced-scaffold	na	na	PDHV02001116.1	<>	na	Primary Assembly	2973	na
scaffold-un1108	unplaced-scaffold	na	na	PDHV02001117.1	<>	na	Primary Assembly	2969	na
scaffold-un1109	unplaced-scaffold	na	na	PDHV02001118.1	<>	na	Primary Assembly	2964	na
scaffold-un111	unplaced-scaffold	na	na	PDHV02000120.1	<>	na	Primary Assembly	62572	na
scaffold-un1110	unplaced-scaffold	na	na	PDHV02001119.1	<>	na	Primary Assembly	2960	na
scaffold-un1111	unplaced-scaffold	na	na	PDHV02001120.1	<>	na	Primary Assembly	2959	na
scaffold-un1112	unplaced-scaffold	na	na	PDHV02001121.1	<>	na	Primary Assembly	2957	na
scaffold-un1113	unplaced-scaffold	na	na	PDHV02001122.1	<>	na	Primary Assembly	2956	na
scaffold-un1114	unplaced-scaffold	na	na	PDHV02001123.1	<>	na	Primary Assembly	2947	na
scaffold-un1115	unplaced-scaffold	na	na	PDHV02001124.1	<>	na	Primary Assembly	2945	na
scaffold-un1116	unplaced-scaffold	na	na	PDHV02001125.1	<>	na	Primary Assembly	2941	na
scaffold-un1117	unplaced-scaffold	na	na	PDHV02001126.1	<>	na	Primary Assembly	2940	na
scaffold-un1118	unplaced-scaffold	na	na	PDHV02001127.1	<>	na	Primary Assembly	2939	na
scaffold-un1119	unplaced-scaffold	na	na	PDHV02001128.1	<>	na	Primary Assembly	2937	na
scaffold-un112	unplaced-scaffold	na	na	PDHV02000121.1	<>	na	Primary Assembly	62477	na
scaffold-un1120	unplaced-scaffold	na	na	PDHV02001129.1	<>	na	Primary Assembly	2925	na
scaffold-un1121	unplaced-scaffold	na	na	PDHV02001130.1	<>	na	Primary Assembly	2924	na
scaffold-un1122	unplaced-scaffold	na	na	PDHV02001131.1	<>	na	Primary Assembly	2924	na
scaffold-un1123	unplaced-scaffold	na	na	PDHV02001132.1	<>	na	Primary Assembly	2924	na
scaffold-un1124	unplaced-scaffold	na	na	PDHV02001133.1	<>	na	Primary Assembly	2922	na
scaffold-un1125	unplaced-scaffold	na	na	PDHV02001134.1	<>	na	Primary Assembly	2918	na
scaffold-un1126	unplaced-scaffold	na	na	PDHV02001135.1	<>	na	Primary Assembly	2896	na
scaffold-un1127	unplaced-scaffold	na	na	PDHV02001136.1	<>	na	Primary Assembly	2895	na
scaffold-un1128	unplaced-scaffold	na	na	PDHV02001137.1	<>	na	Primary Assembly	2891	na
scaffold-un1129	unplaced-scaffold	na	na	PDHV02001138.1	<>	na	Primary Assembly	2889	na
scaffold-un113	unplaced-scaffold	na	na	PDHV02000122.1	<>	na	Primary Assembly	61582	na
scaffold-un1130	unplaced-scaffold	na	na	PDHV02001139.1	<>	na	Primary Assembly	2885	na
scaffold-un1131	unplaced-scaffold	na	na	PDHV02001140.1	<>	na	Primary Assembly	2885	na
scaffold-un1132	unplaced-scaffold	na	na	PDHV02001141.1	<>	na	Primary Assembly	2885	na
scaffold-un1133	unplaced-scaffold	na	na	PDHV02001142.1	<>	na	Primary Assembly	2882	na
scaffold-un1134	unplaced-scaffold	na	na	PDHV02001143.1	<>	na	Primary Assembly	2881	na
scaffold-un1135	unplaced-scaffold	na	na	PDHV02001144.1	<>	na	Primary Assembly	2877	na
scaffold-un1136	unplaced-scaffold	na	na	PDHV02001145.1	<>	na	Primary Assembly	2871	na
scaffold-un1137	unplaced-scaffold	na	na	PDHV02001146.1	<>	na	Primary Assembly	2865	na
scaffold-un1138	unplaced-scaffold	na	na	PDHV02001147.1	<>	na	Primary Assembly	2858	na
scaffold-un1139	unplaced-scaffold	na	na	PDHV02001148.1	<>	na	Primary Assembly	2846	na
scaffold-un114	unplaced-scaffold	na	na	PDHV02000123.1	<>	na	Primary Assembly	60926	na
scaffold-un1140	unplaced-scaffold	na	na	PDHV02001149.1	<>	na	Primary Assembly	2845	na
scaffold-un1141	unplaced-scaffold	na	na	PDHV02001150.1	<>	na	Primary Assembly	2841	na
scaffold-un1142	unplaced-scaffold	na	na	PDHV02001151.1	<>	na	Primary Assembly	2838	na
scaffold-un1143	unplaced-scaffold	na	na	PDHV02001152.1	<>	na	Primary Assembly	2827	na
scaffold-un1144	unplaced-scaffold	na	na	PDHV02001153.1	<>	na	Primary Assembly	2826	na
scaffold-un1145	unplaced-scaffold	na	na	PDHV02001154.1	<>	na	Primary Assembly	2825	na
scaffold-un1146	unplaced-scaffold	na	na	PDHV02001155.1	<>	na	Primary Assembly	2824	na
scaffold-un1147	unplaced-scaffold	na	na	PDHV02001156.1	<>	na	Primary Assembly	2818	na
scaffold-un1148	unplaced-scaffold	na	na	PDHV02001157.1	<>	na	Primary Assembly	2814	na
scaffold-un1149	unplaced-scaffold	na	na	PDHV02001158.1	<>	na	Primary Assembly	2811	na
scaffold-un115	unplaced-scaffold	na	na	PDHV02000124.1	<>	na	Primary Assembly	59872	na
scaffold-un1150	unplaced-scaffold	na	na	PDHV02001159.1	<>	na	Primary Assembly	2808	na
scaffold-un1151	unplaced-scaffold	na	na	PDHV02001160.1	<>	na	Primary Assembly	2804	na
scaffold-un1152	unplaced-scaffold	na	na	PDHV02001161.1	<>	na	Primary Assembly	2802	na
scaffold-un1153	unplaced-scaffold	na	na	PDHV02001162.1	<>	na	Primary Assembly	2800	na
scaffold-un1154	unplaced-scaffold	na	na	PDHV02001163.1	<>	na	Primary Assembly	2800	na
scaffold-un1155	unplaced-scaffold	na	na	PDHV02001164.1	<>	na	Primary Assembly	2792	na
scaffold-un1156	unplaced-scaffold	na	na	PDHV02001165.1	<>	na	Primary Assembly	2785	na
scaffold-un1157	unplaced-scaffold	na	na	PDHV02001166.1	<>	na	Primary Assembly	2778	na
scaffold-un1158	unplaced-scaffold	na	na	PDHV02001167.1	<>	na	Primary Assembly	2770	na
scaffold-un1159	unplaced-scaffold	na	na	PDHV02001168.1	<>	na	Primary Assembly	2764	na
scaffold-un116	unplaced-scaffold	na	na	PDHV02000125.1	<>	na	Primary Assembly	59546	na
scaffold-un1160	unplaced-scaffold	na	na	PDHV02001169.1	<>	na	Primary Assembly	2764	na
scaffold-un1161	unplaced-scaffold	na	na	PDHV02001170.1	<>	na	Primary Assembly	2764	na
scaffold-un1162	unplaced-scaffold	na	na	PDHV02001171.1	<>	na	Primary Assembly	2762	na
scaffold-un1163	unplaced-scaffold	na	na	PDHV02001172.1	<>	na	Primary Assembly	2760	na
scaffold-un1164	unplaced-scaffold	na	na	PDHV02001173.1	<>	na	Primary Assembly	2760	na
scaffold-un1165	unplaced-scaffold	na	na	PDHV02001174.1	<>	na	Primary Assembly	2755	na
scaffold-un1166	unplaced-scaffold	na	na	PDHV02001175.1	<>	na	Primary Assembly	2752	na
scaffold-un1167	unplaced-scaffold	na	na	PDHV02001176.1	<>	na	Primary Assembly	2751	na
scaffold-un1168	unplaced-scaffold	na	na	PDHV02001177.1	<>	na	Primary Assembly	2750	na
scaffold-un1169	unplaced-scaffold	na	na	PDHV02001178.1	<>	na	Primary Assembly	2747	na
scaffold-un117	unplaced-scaffold	na	na	PDHV02000126.1	<>	na	Primary Assembly	59370	na
scaffold-un1170	unplaced-scaffold	na	na	PDHV02001179.1	<>	na	Primary Assembly	2745	na
scaffold-un1171	unplaced-scaffold	na	na	PDHV02001180.1	<>	na	Primary Assembly	2742	na
scaffold-un1172	unplaced-scaffold	na	na	PDHV02001181.1	<>	na	Primary Assembly	2739	na
scaffold-un1173	unplaced-scaffold	na	na	PDHV02001182.1	<>	na	Primary Assembly	2737	na
scaffold-un1174	unplaced-scaffold	na	na	PDHV02001183.1	<>	na	Primary Assembly	2734	na
scaffold-un1175	unplaced-scaffold	na	na	PDHV02001184.1	<>	na	Primary Assembly	2732	na
scaffold-un1176	unplaced-scaffold	na	na	PDHV02001185.1	<>	na	Primary Assembly	2730	na
scaffold-un1177	unplaced-scaffold	na	na	PDHV02001186.1	<>	na	Primary Assembly	2730	na
scaffold-un1178	unplaced-scaffold	na	na	PDHV02001187.1	<>	na	Primary Assembly	2726	na
scaffold-un1179	unplaced-scaffold	na	na	PDHV02001188.1	<>	na	Primary Assembly	2720	na
scaffold-un118	unplaced-scaffold	na	na	PDHV02000127.1	<>	na	Primary Assembly	59324	na
scaffold-un1180	unplaced-scaffold	na	na	PDHV02001189.1	<>	na	Primary Assembly	2719	na
scaffold-un1181	unplaced-scaffold	na	na	PDHV02001190.1	<>	na	Primary Assembly	2718	na
scaffold-un1182	unplaced-scaffold	na	na	PDHV02001191.1	<>	na	Primary Assembly	2711	na
scaffold-un1183	unplaced-scaffold	na	na	PDHV02001192.1	<>	na	Primary Assembly	2709	na
scaffold-un1184	unplaced-scaffold	na	na	PDHV02001193.1	<>	na	Primary Assembly	2706	na
scaffold-un1185	unplaced-scaffold	na	na	PDHV02001194.1	<>	na	Primary Assembly	2696	na
scaffold-un1186	unplaced-scaffold	na	na	PDHV02001195.1	<>	na	Primary Assembly	2696	na
scaffold-un1187	unplaced-scaffold	na	na	PDHV02001196.1	<>	na	Primary Assembly	2692	na
scaffold-un1188	unplaced-scaffold	na	na	PDHV02001197.1	<>	na	Primary Assembly	2691	na
scaffold-un1189	unplaced-scaffold	na	na	PDHV02001198.1	<>	na	Primary Assembly	2691	na
scaffold-un119	unplaced-scaffold	na	na	PDHV02000128.1	<>	na	Primary Assembly	57169	na
scaffold-un1190	unplaced-scaffold	na	na	PDHV02001199.1	<>	na	Primary Assembly	2690	na
scaffold-un1191	unplaced-scaffold	na	na	PDHV02001200.1	<>	na	Primary Assembly	2685	na
scaffold-un1192	unplaced-scaffold	na	na	PDHV02001201.1	<>	na	Primary Assembly	2683	na
scaffold-un1193	unplaced-scaffold	na	na	PDHV02001202.1	<>	na	Primary Assembly	2683	na
scaffold-un1194	unplaced-scaffold	na	na	PDHV02001203.1	<>	na	Primary Assembly	2682	na
scaffold-un1195	unplaced-scaffold	na	na	PDHV02001204.1	<>	na	Primary Assembly	2666	na
scaffold-un1196	unplaced-scaffold	na	na	PDHV02001205.1	<>	na	Primary Assembly	2664	na
scaffold-un1197	unplaced-scaffold	na	na	PDHV02001206.1	<>	na	Primary Assembly	2661	na
scaffold-un1198	unplaced-scaffold	na	na	PDHV02001207.1	<>	na	Primary Assembly	2660	na
scaffold-un1199	unplaced-scaffold	na	na	PDHV02001208.1	<>	na	Primary Assembly	2660	na
scaffold-un12	unplaced-scaffold	na	na	PDHV02000021.1	<>	na	Primary Assembly	999365	na
scaffold-un120	unplaced-scaffold	na	na	PDHV02000129.1	<>	na	Primary Assembly	56489	na
scaffold-un1200	unplaced-scaffold	na	na	PDHV02001209.1	<>	na	Primary Assembly	2659	na
scaffold-un1201	unplaced-scaffold	na	na	PDHV02001210.1	<>	na	Primary Assembly	2658	na
scaffold-un1202	unplaced-scaffold	na	na	PDHV02001211.1	<>	na	Primary Assembly	2654	na
scaffold-un1203	unplaced-scaffold	na	na	PDHV02001212.1	<>	na	Primary Assembly	2652	na
scaffold-un1204	unplaced-scaffold	na	na	PDHV02001213.1	<>	na	Primary Assembly	2652	na
scaffold-un1205	unplaced-scaffold	na	na	PDHV02001214.1	<>	na	Primary Assembly	2650	na
scaffold-un1206	unplaced-scaffold	na	na	PDHV02001215.1	<>	na	Primary Assembly	2649	na
scaffold-un1207	unplaced-scaffold	na	na	PDHV02001216.1	<>	na	Primary Assembly	2642	na
scaffold-un1208	unplaced-scaffold	na	na	PDHV02001217.1	<>	na	Primary Assembly	2638	na
scaffold-un1209	unplaced-scaffold	na	na	PDHV02001218.1	<>	na	Primary Assembly	2637	na
scaffold-un121	unplaced-scaffold	na	na	PDHV02000130.1	<>	na	Primary Assembly	56406	na
