# Assembly name:  Nana_v5
# Organism name:  Naja naja (Indian cobra)
# Isolate:  NN01
# Sex:  male
# Taxid:          35670
# BioSample:      SAMN11155092
# BioProject:     PRJNA527614
# Submitter:      Genentech Inc.,
# Date:           2019-12-11
# Assembly type:  haploid
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# WGS project:    SOZL01
# Assembly method: Canu v. v1.6
# Expected final version: yes
# Genome coverage: 60.0x
# Sequencing technology: Oxford Nanopore; PacBio RSII; PacBio Sequel; Illumina HiSeq; Bionano
# RefSeq category: Representative Genome
# GenBank assembly accession: GCA_009733165.1
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_009733555.1		Primary Assembly
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
ScVE01q_1013;HRSCAF=1163	unplaced-scaffold	na	na	SOZL01001008.1	<>	na	Primary Assembly	18089	na
ScVE01q_1014;HRSCAF=1164	unplaced-scaffold	na	na	SOZL01001009.1	<>	na	Primary Assembly	72117	na
ScVE01q_1015;HRSCAF=1165	unplaced-scaffold	na	na	SOZL01001010.1	<>	na	Primary Assembly	13457	na
ScVE01q_1016;HRSCAF=1166	unplaced-scaffold	na	na	SOZL01001011.1	<>	na	Primary Assembly	13372	na
ScVE01q_1017;HRSCAF=1167	unplaced-scaffold	na	na	SOZL01001012.1	<>	na	Primary Assembly	19718	na
ScVE01q_1018;HRSCAF=1168	unplaced-scaffold	na	na	SOZL01001013.1	<>	na	Primary Assembly	15684	na
ScVE01q_1019;HRSCAF=1170	unplaced-scaffold	na	na	SOZL01001014.1	<>	na	Primary Assembly	38716	na
ScVE01q_101;HRSCAF=146	unplaced-scaffold	na	na	SOZL01000100.1	<>	na	Primary Assembly	83670	na
ScVE01q_1020;HRSCAF=1171	unplaced-scaffold	na	na	SOZL01001015.1	<>	na	Primary Assembly	585	na
ScVE01q_1021;HRSCAF=1173	unplaced-scaffold	na	na	SOZL01001016.1	<>	na	Primary Assembly	63675	na
ScVE01q_1022;HRSCAF=1174	unplaced-scaffold	na	na	SOZL01001017.1	<>	na	Primary Assembly	65842	na
ScVE01q_1023;HRSCAF=1175	unplaced-scaffold	na	na	SOZL01001018.1	<>	na	Primary Assembly	68999	na
ScVE01q_1024;HRSCAF=1176	unplaced-scaffold	na	na	SOZL01001019.1	<>	na	Primary Assembly	163692	na
ScVE01q_1025;HRSCAF=1177	unplaced-scaffold	na	na	SOZL01001020.1	<>	na	Primary Assembly	19466	na
ScVE01q_1026;HRSCAF=1178	unplaced-scaffold	na	na	SOZL01001021.1	<>	na	Primary Assembly	205191	na
ScVE01q_1027;HRSCAF=1179	unplaced-scaffold	na	na	SOZL01001022.1	<>	na	Primary Assembly	47892	na
ScVE01q_1028;HRSCAF=1180	unplaced-scaffold	na	na	SOZL01001023.1	<>	na	Primary Assembly	19491	na
ScVE01q_1029;HRSCAF=1181	unplaced-scaffold	na	na	SOZL01001024.1	<>	na	Primary Assembly	14851	na
ScVE01q_102;HRSCAF=147	unplaced-scaffold	na	na	SOZL01000101.1	<>	na	Primary Assembly	77318	na
ScVE01q_1030;HRSCAF=1182	unplaced-scaffold	na	na	SOZL01001025.1	<>	na	Primary Assembly	46767	na
ScVE01q_1031;HRSCAF=1183	unplaced-scaffold	na	na	SOZL01001026.1	<>	na	Primary Assembly	116050	na
ScVE01q_1032;HRSCAF=1184	unplaced-scaffold	na	na	SOZL01001027.1	<>	na	Primary Assembly	24747	na
ScVE01q_1033;HRSCAF=1187	unplaced-scaffold	na	na	SOZL01001028.1	<>	na	Primary Assembly	4327	na
ScVE01q_1034;HRSCAF=1188	unplaced-scaffold	na	na	SOZL01001029.1	<>	na	Primary Assembly	41139	na
ScVE01q_1035;HRSCAF=1189	unplaced-scaffold	na	na	SOZL01001030.1	<>	na	Primary Assembly	182498	na
ScVE01q_1036;HRSCAF=1190	unplaced-scaffold	na	na	SOZL01001031.1	<>	na	Primary Assembly	10736	na
ScVE01q_1037;HRSCAF=1193	unplaced-scaffold	na	na	SOZL01001032.1	<>	na	Primary Assembly	103038	na
ScVE01q_1038;HRSCAF=1194	unplaced-scaffold	na	na	SOZL01001033.1	<>	na	Primary Assembly	32259	na
ScVE01q_1039;HRSCAF=1195	unplaced-scaffold	na	na	SOZL01001034.1	<>	na	Primary Assembly	25398	na
ScVE01q_103;HRSCAF=148	unplaced-scaffold	na	na	SOZL01000102.1	<>	na	Primary Assembly	15893	na
ScVE01q_1040;HRSCAF=1196	unplaced-scaffold	na	na	SOZL01001035.1	<>	na	Primary Assembly	44176	na
ScVE01q_1041;HRSCAF=1197	unplaced-scaffold	na	na	SOZL01001036.1	<>	na	Primary Assembly	5206	na
ScVE01q_1042;HRSCAF=1198	unplaced-scaffold	na	na	SOZL01001037.1	<>	na	Primary Assembly	17731	na
ScVE01q_1044;HRSCAF=1200	unplaced-scaffold	na	na	SOZL01001039.1	<>	na	Primary Assembly	9828	na
ScVE01q_1045;HRSCAF=1201	unplaced-scaffold	na	na	SOZL01001040.1	<>	na	Primary Assembly	10727	na
ScVE01q_1046;HRSCAF=1202	unplaced-scaffold	na	na	SOZL01001041.1	<>	na	Primary Assembly	6501	na
ScVE01q_1047;HRSCAF=1203	unplaced-scaffold	na	na	SOZL01001042.1	<>	na	Primary Assembly	11482	na
ScVE01q_1048;HRSCAF=1205	unplaced-scaffold	na	na	SOZL01001043.1	<>	na	Primary Assembly	16319	na
ScVE01q_1049;HRSCAF=1206	unplaced-scaffold	na	na	SOZL01001044.1	<>	na	Primary Assembly	25559	na
ScVE01q_104;HRSCAF=149	unplaced-scaffold	na	na	SOZL01000103.1	<>	na	Primary Assembly	137145	na
ScVE01q_1050;HRSCAF=1207	unplaced-scaffold	na	na	SOZL01001045.1	<>	na	Primary Assembly	42691	na
ScVE01q_1051;HRSCAF=1208	unplaced-scaffold	na	na	SOZL01001046.1	<>	na	Primary Assembly	15885	na
ScVE01q_1052;HRSCAF=1209	unplaced-scaffold	na	na	SOZL01001047.1	<>	na	Primary Assembly	28550	na
ScVE01q_1053;HRSCAF=1210	unplaced-scaffold	na	na	SOZL01001048.1	<>	na	Primary Assembly	31388	na
ScVE01q_1054;HRSCAF=1211	unplaced-scaffold	na	na	SOZL01001049.1	<>	na	Primary Assembly	28001	na
ScVE01q_1056;HRSCAF=1214	unplaced-scaffold	na	na	SOZL01001050.1	<>	na	Primary Assembly	13566	na
ScVE01q_1057;HRSCAF=1215	unplaced-scaffold	na	na	SOZL01001051.1	<>	na	Primary Assembly	30322	na
ScVE01q_1058;HRSCAF=1216	unplaced-scaffold	na	na	SOZL01001052.1	<>	na	Primary Assembly	11980	na
ScVE01q_1059;HRSCAF=1217	unplaced-scaffold	na	na	SOZL01001053.1	<>	na	Primary Assembly	15458	na
ScVE01q_105;HRSCAF=150	unplaced-scaffold	na	na	SOZL01000104.1	<>	na	Primary Assembly	47433	na
ScVE01q_1060;HRSCAF=1218	unplaced-scaffold	na	na	SOZL01001054.1	<>	na	Primary Assembly	68343	na
ScVE01q_1061;HRSCAF=1219	unplaced-scaffold	na	na	SOZL01001055.1	<>	na	Primary Assembly	27502	na
ScVE01q_1062;HRSCAF=1220	unplaced-scaffold	na	na	SOZL01001056.1	<>	na	Primary Assembly	96373	na
ScVE01q_1063;HRSCAF=1221	unplaced-scaffold	na	na	SOZL01001057.1	<>	na	Primary Assembly	225777	na
ScVE01q_1064;HRSCAF=1223	unplaced-scaffold	na	na	SOZL01001058.1	<>	na	Primary Assembly	31762	na
ScVE01q_1065;HRSCAF=1224	unplaced-scaffold	na	na	SOZL01001059.1	<>	na	Primary Assembly	70825	na
ScVE01q_1066;HRSCAF=1225	unplaced-scaffold	na	na	SOZL01001060.1	<>	na	Primary Assembly	9117	na
ScVE01q_1067;HRSCAF=1226	unplaced-scaffold	na	na	SOZL01001061.1	<>	na	Primary Assembly	25928	na
ScVE01q_1068;HRSCAF=1227	unplaced-scaffold	na	na	SOZL01001062.1	<>	na	Primary Assembly	64278	na
ScVE01q_1069;HRSCAF=1228	unplaced-scaffold	na	na	SOZL01001063.1	<>	na	Primary Assembly	16280	na
ScVE01q_106;HRSCAF=151	unplaced-scaffold	na	na	SOZL01000105.1	<>	na	Primary Assembly	5366	na
ScVE01q_1070;HRSCAF=1229	unplaced-scaffold	na	na	SOZL01001064.1	<>	na	Primary Assembly	15986	na
ScVE01q_1071;HRSCAF=1230	unplaced-scaffold	na	na	SOZL01001065.1	<>	na	Primary Assembly	82182	na
ScVE01q_1072;HRSCAF=1231	unplaced-scaffold	na	na	SOZL01001066.1	<>	na	Primary Assembly	198446	na
ScVE01q_1073;HRSCAF=1232	unplaced-scaffold	na	na	SOZL01001067.1	<>	na	Primary Assembly	15495	na
ScVE01q_1074;HRSCAF=1233	unplaced-scaffold	na	na	SOZL01001068.1	<>	na	Primary Assembly	20785	na
ScVE01q_1075;HRSCAF=1234	unplaced-scaffold	na	na	SOZL01001069.1	<>	na	Primary Assembly	51022	na
ScVE01q_1076;HRSCAF=1235	unplaced-scaffold	na	na	SOZL01001070.1	<>	na	Primary Assembly	16420	na
ScVE01q_1077;HRSCAF=1236	unplaced-scaffold	na	na	SOZL01001071.1	<>	na	Primary Assembly	14267	na
ScVE01q_1078;HRSCAF=1237	unplaced-scaffold	na	na	SOZL01001072.1	<>	na	Primary Assembly	14863	na
ScVE01q_1079;HRSCAF=1238	unplaced-scaffold	na	na	SOZL01001073.1	<>	na	Primary Assembly	50273	na
ScVE01q_107;HRSCAF=152	unplaced-scaffold	na	na	SOZL01000106.1	<>	na	Primary Assembly	66840	na
ScVE01q_1080;HRSCAF=1239	unplaced-scaffold	na	na	SOZL01001074.1	<>	na	Primary Assembly	17335	na
ScVE01q_1081;HRSCAF=1240	unplaced-scaffold	na	na	SOZL01001075.1	<>	na	Primary Assembly	3042	na
ScVE01q_1082;HRSCAF=1241	unplaced-scaffold	na	na	SOZL01001076.1	<>	na	Primary Assembly	18062	na
ScVE01q_1083;HRSCAF=1242	unplaced-scaffold	na	na	SOZL01001077.1	<>	na	Primary Assembly	106123	na
ScVE01q_1084;HRSCAF=1243	unplaced-scaffold	na	na	SOZL01001078.1	<>	na	Primary Assembly	1818	na
ScVE01q_1085;HRSCAF=1245	unplaced-scaffold	na	na	SOZL01001079.1	<>	na	Primary Assembly	10875	na
ScVE01q_1086;HRSCAF=1246	unplaced-scaffold	na	na	SOZL01001080.1	<>	na	Primary Assembly	17506	na
ScVE01q_1087;HRSCAF=1247	unplaced-scaffold	na	na	SOZL01001081.1	<>	na	Primary Assembly	6277	na
ScVE01q_1088;HRSCAF=1248	unplaced-scaffold	na	na	SOZL01001082.1	<>	na	Primary Assembly	45791	na
ScVE01q_1089;HRSCAF=1249	unplaced-scaffold	na	na	SOZL01001083.1	<>	na	Primary Assembly	27665	na
ScVE01q_108;HRSCAF=153	unplaced-scaffold	na	na	SOZL01000107.1	<>	na	Primary Assembly	64142	na
ScVE01q_1091;HRSCAF=1251	unplaced-scaffold	na	na	SOZL01001085.1	<>	na	Primary Assembly	4609	na
ScVE01q_1092;HRSCAF=1252	unplaced-scaffold	na	na	SOZL01001086.1	<>	na	Primary Assembly	11696	na
ScVE01q_1093;HRSCAF=1253	unplaced-scaffold	na	na	SOZL01001087.1	<>	na	Primary Assembly	12359	na
ScVE01q_1094;HRSCAF=1254	unplaced-scaffold	na	na	SOZL01001088.1	<>	na	Primary Assembly	31870	na
ScVE01q_1095;HRSCAF=1256	unplaced-scaffold	na	na	SOZL01001089.1	<>	na	Primary Assembly	31645	na
ScVE01q_1096;HRSCAF=1257	unplaced-scaffold	na	na	SOZL01001090.1	<>	na	Primary Assembly	4752	na
ScVE01q_1097;HRSCAF=1258	unplaced-scaffold	na	na	SOZL01001091.1	<>	na	Primary Assembly	11397	na
ScVE01q_1098;HRSCAF=1259	unplaced-scaffold	na	na	SOZL01001092.1	<>	na	Primary Assembly	45703	na
ScVE01q_1099;HRSCAF=1260	unplaced-scaffold	na	na	SOZL01001093.1	<>	na	Primary Assembly	22217	na
ScVE01q_109;HRSCAF=154	unplaced-scaffold	na	na	SOZL01000108.1	<>	na	Primary Assembly	41794	na
ScVE01q_10;HRSCAF=36	unplaced-scaffold	na	na	SOZL01000010.1	<>	na	Primary Assembly	2048268	na
ScVE01q_1100;HRSCAF=1261	unplaced-scaffold	na	na	SOZL01001094.1	<>	na	Primary Assembly	15521	na
ScVE01q_1101;HRSCAF=1262	unplaced-scaffold	na	na	SOZL01001095.1	<>	na	Primary Assembly	53497	na
ScVE01q_1102;HRSCAF=1263	unplaced-scaffold	na	na	SOZL01001096.1	<>	na	Primary Assembly	26039	na
ScVE01q_1103;HRSCAF=1264	unplaced-scaffold	na	na	SOZL01001097.1	<>	na	Primary Assembly	5016	na
ScVE01q_1104;HRSCAF=1265	unplaced-scaffold	na	na	SOZL01001098.1	<>	na	Primary Assembly	1495	na
ScVE01q_1105;HRSCAF=1266	unplaced-scaffold	na	na	SOZL01001099.1	<>	na	Primary Assembly	15015	na
ScVE01q_1106;HRSCAF=1268	unplaced-scaffold	na	na	SOZL01001100.1	<>	na	Primary Assembly	64991	na
ScVE01q_1107;HRSCAF=1269	unplaced-scaffold	na	na	SOZL01001101.1	<>	na	Primary Assembly	14262	na
ScVE01q_1108;HRSCAF=1270	unplaced-scaffold	na	na	SOZL01001102.1	<>	na	Primary Assembly	16528	na
ScVE01q_1109;HRSCAF=1271	unplaced-scaffold	na	na	SOZL01001103.1	<>	na	Primary Assembly	23063	na
ScVE01q_110;HRSCAF=155	unplaced-scaffold	na	na	SOZL01000109.1	<>	na	Primary Assembly	14089	na
ScVE01q_1110;HRSCAF=1273	unplaced-scaffold	na	na	SOZL01001104.1	<>	na	Primary Assembly	2597	na
ScVE01q_1111;HRSCAF=1275	unplaced-scaffold	na	na	SOZL01001105.1	<>	na	Primary Assembly	8552	na
ScVE01q_1112;HRSCAF=1276	unplaced-scaffold	na	na	SOZL01001106.1	<>	na	Primary Assembly	16190	na
ScVE01q_1113;HRSCAF=1278	unplaced-scaffold	na	na	SOZL01001107.1	<>	na	Primary Assembly	49579	na
ScVE01q_1114;HRSCAF=1280	unplaced-scaffold	na	na	SOZL01001108.1	<>	na	Primary Assembly	596	na
ScVE01q_1115;HRSCAF=1281	unplaced-scaffold	na	na	SOZL01001109.1	<>	na	Primary Assembly	32354	na
ScVE01q_1116;HRSCAF=1282	unplaced-scaffold	na	na	SOZL01001110.1	<>	na	Primary Assembly	15556	na
ScVE01q_1117;HRSCAF=1283	unplaced-scaffold	na	na	SOZL01001111.1	<>	na	Primary Assembly	10709	na
ScVE01q_1118;HRSCAF=1284	unplaced-scaffold	na	na	SOZL01001112.1	<>	na	Primary Assembly	60426	na
ScVE01q_1119;HRSCAF=1285	unplaced-scaffold	na	na	SOZL01001113.1	<>	na	Primary Assembly	16659	na
ScVE01q_111;HRSCAF=157	unplaced-scaffold	na	na	SOZL01000110.1	<>	na	Primary Assembly	14455	na
ScVE01q_1120;HRSCAF=1286	unplaced-scaffold	na	na	SOZL01001114.1	<>	na	Primary Assembly	15433	na
ScVE01q_1121;HRSCAF=1287	unplaced-scaffold	na	na	SOZL01001115.1	<>	na	Primary Assembly	15852	na
ScVE01q_1122;HRSCAF=1288	unplaced-scaffold	na	na	SOZL01001116.1	<>	na	Primary Assembly	16070	na
ScVE01q_1123;HRSCAF=1289	unplaced-scaffold	na	na	SOZL01001117.1	<>	na	Primary Assembly	15164	na
ScVE01q_1124;HRSCAF=1290	unplaced-scaffold	na	na	SOZL01001118.1	<>	na	Primary Assembly	10115	na
ScVE01q_1125;HRSCAF=1291	unplaced-scaffold	na	na	SOZL01001119.1	<>	na	Primary Assembly	105731	na
ScVE01q_1126;HRSCAF=1292	unplaced-scaffold	na	na	SOZL01001120.1	<>	na	Primary Assembly	77711	na
ScVE01q_1127;HRSCAF=1293	unplaced-scaffold	na	na	SOZL01001121.1	<>	na	Primary Assembly	56385	na
ScVE01q_1128;HRSCAF=1295	unplaced-scaffold	na	na	SOZL01001122.1	<>	na	Primary Assembly	24340	na
ScVE01q_1129;HRSCAF=1296	unplaced-scaffold	na	na	SOZL01001123.1	<>	na	Primary Assembly	1353	na
ScVE01q_112;HRSCAF=158	unplaced-scaffold	na	na	SOZL01000111.1	<>	na	Primary Assembly	8759	na
ScVE01q_1132;HRSCAF=1300	unplaced-scaffold	na	na	SOZL01001126.1	<>	na	Primary Assembly	18392	na
ScVE01q_1133;HRSCAF=1301	unplaced-scaffold	na	na	SOZL01001127.1	<>	na	Primary Assembly	122987	na
ScVE01q_1134;HRSCAF=1303	unplaced-scaffold	na	na	SOZL01001128.1	<>	na	Primary Assembly	5389	na
ScVE01q_1135;HRSCAF=1304	unplaced-scaffold	na	na	SOZL01001129.1	<>	na	Primary Assembly	28566	na
ScVE01q_1136;HRSCAF=1305	unplaced-scaffold	na	na	SOZL01001130.1	<>	na	Primary Assembly	34377	na
ScVE01q_1137;HRSCAF=1306	unplaced-scaffold	na	na	SOZL01001131.1	<>	na	Primary Assembly	11850	na
ScVE01q_1138;HRSCAF=1307	unplaced-scaffold	na	na	SOZL01001132.1	<>	na	Primary Assembly	12077	na
ScVE01q_1139;HRSCAF=1308	unplaced-scaffold	na	na	SOZL01001133.1	<>	na	Primary Assembly	24761	na
ScVE01q_113;HRSCAF=159	unplaced-scaffold	na	na	SOZL01000112.1	<>	na	Primary Assembly	69060	na
ScVE01q_1140;HRSCAF=1309	unplaced-scaffold	na	na	SOZL01001134.1	<>	na	Primary Assembly	16713	na
ScVE01q_1141;HRSCAF=1310	unplaced-scaffold	na	na	SOZL01001135.1	<>	na	Primary Assembly	6793	na
ScVE01q_1142;HRSCAF=1311	unplaced-scaffold	na	na	SOZL01001136.1	<>	na	Primary Assembly	20776	na
ScVE01q_1143;HRSCAF=1312	unplaced-scaffold	na	na	SOZL01001137.1	<>	na	Primary Assembly	13617	na
ScVE01q_1144;HRSCAF=1313	unplaced-scaffold	na	na	SOZL01001138.1	<>	na	Primary Assembly	4004	na
ScVE01q_1145;HRSCAF=1314	unplaced-scaffold	na	na	SOZL01001139.1	<>	na	Primary Assembly	50105	na
ScVE01q_1146;HRSCAF=1315	unplaced-scaffold	na	na	SOZL01001140.1	<>	na	Primary Assembly	52545	na
ScVE01q_1147;HRSCAF=1317	unplaced-scaffold	na	na	SOZL01001141.1	<>	na	Primary Assembly	27447	na
ScVE01q_1148;HRSCAF=1318	unplaced-scaffold	na	na	SOZL01001142.1	<>	na	Primary Assembly	25493	na
ScVE01q_1149;HRSCAF=1319	unplaced-scaffold	na	na	SOZL01001143.1	<>	na	Primary Assembly	21571	na
ScVE01q_114;HRSCAF=160	unplaced-scaffold	na	na	SOZL01000113.1	<>	na	Primary Assembly	13630	na
ScVE01q_1150;HRSCAF=1320	unplaced-scaffold	na	na	SOZL01001144.1	<>	na	Primary Assembly	25455	na
ScVE01q_1151;HRSCAF=1321	unplaced-scaffold	na	na	SOZL01001145.1	<>	na	Primary Assembly	15875	na
ScVE01q_1152;HRSCAF=1322	unplaced-scaffold	na	na	SOZL01001146.1	<>	na	Primary Assembly	24403	na
ScVE01q_1153;HRSCAF=1323	unplaced-scaffold	na	na	SOZL01001147.1	<>	na	Primary Assembly	7456	na
ScVE01q_1154;HRSCAF=1325	unplaced-scaffold	na	na	SOZL01001148.1	<>	na	Primary Assembly	64745	na
ScVE01q_1155;HRSCAF=1326	unplaced-scaffold	na	na	SOZL01001149.1	<>	na	Primary Assembly	85255	na
ScVE01q_1156;HRSCAF=1327	unplaced-scaffold	na	na	SOZL01001150.1	<>	na	Primary Assembly	8953	na
ScVE01q_1157;HRSCAF=1328	unplaced-scaffold	na	na	SOZL01001151.1	<>	na	Primary Assembly	1083	na
ScVE01q_1158;HRSCAF=1329	unplaced-scaffold	na	na	SOZL01001152.1	<>	na	Primary Assembly	127250	na
ScVE01q_1159;HRSCAF=1330	unplaced-scaffold	na	na	SOZL01001153.1	<>	na	Primary Assembly	8967	na
ScVE01q_115;HRSCAF=161	unplaced-scaffold	na	na	SOZL01000114.1	<>	na	Primary Assembly	18190	na
ScVE01q_1160;HRSCAF=1331	unplaced-scaffold	na	na	SOZL01001154.1	<>	na	Primary Assembly	13809	na
ScVE01q_1161;HRSCAF=1332	unplaced-scaffold	na	na	SOZL01001155.1	<>	na	Primary Assembly	41418	na
ScVE01q_1162;HRSCAF=1334	unplaced-scaffold	na	na	SOZL01001156.1	<>	na	Primary Assembly	24346	na
ScVE01q_1163;HRSCAF=1337	unplaced-scaffold	na	na	SOZL01001157.1	<>	na	Primary Assembly	12006	na
ScVE01q_1164;HRSCAF=1338	unplaced-scaffold	na	na	SOZL01001158.1	<>	na	Primary Assembly	17303	na
ScVE01q_1165;HRSCAF=1339	unplaced-scaffold	na	na	SOZL01001159.1	<>	na	Primary Assembly	62132	na
ScVE01q_1166;HRSCAF=1340	unplaced-scaffold	na	na	SOZL01001160.1	<>	na	Primary Assembly	10773	na
ScVE01q_1167;HRSCAF=1341	unplaced-scaffold	na	na	SOZL01001161.1	<>	na	Primary Assembly	35405	na
ScVE01q_1168;HRSCAF=1342	unplaced-scaffold	na	na	SOZL01001162.1	<>	na	Primary Assembly	13505	na
ScVE01q_1169;HRSCAF=1343	unplaced-scaffold	na	na	SOZL01001163.1	<>	na	Primary Assembly	20399	na
ScVE01q_116;HRSCAF=162	unplaced-scaffold	na	na	SOZL01000115.1	<>	na	Primary Assembly	55617	na
ScVE01q_1170;HRSCAF=1344	unplaced-scaffold	na	na	SOZL01001164.1	<>	na	Primary Assembly	114933	na
ScVE01q_1171;HRSCAF=1345	unplaced-scaffold	na	na	SOZL01001165.1	<>	na	Primary Assembly	15392	na
ScVE01q_1172;HRSCAF=1346	unplaced-scaffold	na	na	SOZL01001166.1	<>	na	Primary Assembly	12148	na
ScVE01q_1173;HRSCAF=1347	unplaced-scaffold	na	na	SOZL01001167.1	<>	na	Primary Assembly	54439	na
ScVE01q_1174;HRSCAF=1348	unplaced-scaffold	na	na	SOZL01001168.1	<>	na	Primary Assembly	68711	na
ScVE01q_1175;HRSCAF=1349	unplaced-scaffold	na	na	SOZL01001169.1	<>	na	Primary Assembly	13484	na
