# Assembly name:  LU_Pmuni_1.1
# Organism name:  Podarcis muralis nigriventris (Common wall lizard)
# Isolate:  SMA-M2-Green
# Sex:  male
# Taxid:          1534827
# BioSample:      SAMN16078633
# BioProject:     PRJNA662234
# Submitter:      Lund University
# Date:           2020-09-23
# Assembly type:  haploid
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# WGS project:    JACVSS01
# Assembly method: Wtdbg2 v. April-2020
# Expected final version: yes
# Genome coverage: 90.0x
# Sequencing technology: Oxford Nanopore PromethION
# GenBank assembly accession: GCA_014706415.1
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_014706485.1		Primary Assembly
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
ctg1056_segment0_obj	unplaced-scaffold	na	na	JACVSS010000663.1	<>	na	Primary Assembly	31955	na
ctg1057_segment0_obj	unplaced-scaffold	na	na	JACVSS010001786.1	<>	na	Primary Assembly	31276	na
ctg1058_segment0_obj	unplaced-scaffold	na	na	JACVSS010001884.1	<>	na	Primary Assembly	9663	na
ctg1058_segment1_obj	unplaced-scaffold	na	na	JACVSS010002822.1	<>	na	Primary Assembly	8780	na
ctg1059_segment0_obj	unplaced-scaffold	na	na	JACVSS010000338.1	<>	na	Primary Assembly	30054	na
ctg105_segment0_subseq_1914788:2131927_obj	unplaced-scaffold	na	na	JACVSS010002682.1	<>	na	Primary Assembly	217140	na
ctg105_segment0_subseq_1:282720_obj	unplaced-scaffold	na	na	JACVSS010002614.1	<>	na	Primary Assembly	282720	na
ctg105_segment1_obj	unplaced-scaffold	na	na	JACVSS010003184.1	<>	na	Primary Assembly	173458	na
ctg1060_segment0_obj	unplaced-scaffold	na	na	JACVSS010000862.1	<>	na	Primary Assembly	31507	na
ctg1061_segment0_obj	unplaced-scaffold	na	na	JACVSS010001654.1	<>	na	Primary Assembly	103036	na
ctg1063_segment0_obj	unplaced-scaffold	na	na	JACVSS010001237.1	<>	na	Primary Assembly	31807	na
ctg1064_segment0_obj	unplaced-scaffold	na	na	JACVSS010003307.1	<>	na	Primary Assembly	49798	na
ctg1065_segment0_obj	unplaced-scaffold	na	na	JACVSS010002687.1	<>	na	Primary Assembly	52935	na
ctg1066_segment0_obj	unplaced-scaffold	na	na	JACVSS010000523.1	<>	na	Primary Assembly	35527	na
ctg1067_segment0_obj	unplaced-scaffold	na	na	JACVSS010001657.1	<>	na	Primary Assembly	31846	na
ctg1068_segment0_obj	unplaced-scaffold	na	na	JACVSS010001988.1	<>	na	Primary Assembly	26991	na
ctg1069_segment0_obj	unplaced-scaffold	na	na	JACVSS010003512.1	<>	na	Primary Assembly	21795	na
ctg106_segment0_subseq_1164372:1610617_obj	unplaced-scaffold	na	na	JACVSS010003309.1	<>	na	Primary Assembly	446246	na
ctg106_segment0_subseq_1:261862_obj	unplaced-scaffold	na	na	JACVSS010002985.1	<>	na	Primary Assembly	261862	na
ctg106_segment0_subseq_261863:313616_obj	unplaced-scaffold	na	na	JACVSS010002463.1	<>	na	Primary Assembly	51754	na
ctg1070_segment0_obj	unplaced-scaffold	na	na	JACVSS010001386.1	<>	na	Primary Assembly	13618	na
ctg1070_segment1_obj	unplaced-scaffold	na	na	JACVSS010000679.1	<>	na	Primary Assembly	516	na
ctg1070_segment2_obj	unplaced-scaffold	na	na	JACVSS010000879.1	<>	na	Primary Assembly	499	na
ctg1071_segment0_obj	unplaced-scaffold	na	na	JACVSS010003163.1	<>	na	Primary Assembly	83340	na
ctg1072_segment0_obj	unplaced-scaffold	na	na	JACVSS010001156.1	<>	na	Primary Assembly	31606	na
ctg1073_segment0_obj	unplaced-scaffold	na	na	JACVSS010001619.1	<>	na	Primary Assembly	32099	na
ctg1074_segment0_obj	unplaced-scaffold	na	na	JACVSS010000193.1	<>	na	Primary Assembly	31888	na
ctg1075_segment0_obj	unplaced-scaffold	na	na	JACVSS010003281.1	<>	na	Primary Assembly	31326	na
ctg1076_segment0_obj	unplaced-scaffold	na	na	JACVSS010001939.1	<>	na	Primary Assembly	32317	na
ctg1077_segment0_obj	unplaced-scaffold	na	na	JACVSS010001289.1	<>	na	Primary Assembly	4111	na
ctg1078_segment0_obj	unplaced-scaffold	na	na	JACVSS010002858.1	<>	na	Primary Assembly	19721	na
ctg1079_segment0_obj	unplaced-scaffold	na	na	JACVSS010000153.1	<>	na	Primary Assembly	30985	na
ctg107_segment0_subseq_2470531:3465412_obj	unplaced-scaffold	na	na	JACVSS010000611.1	<>	na	Primary Assembly	994882	na
ctg1080_segment0_obj	unplaced-scaffold	na	na	JACVSS010003216.1	<>	na	Primary Assembly	21081	na
ctg1081_segment0_obj	unplaced-scaffold	na	na	JACVSS010000959.1	<>	na	Primary Assembly	91280	na
ctg1082_segment0_obj	unplaced-scaffold	na	na	JACVSS010001641.1	<>	na	Primary Assembly	25912	na
ctg1083_segment0_obj	unplaced-scaffold	na	na	JACVSS010001987.1	<>	na	Primary Assembly	31293	na
ctg1084_segment0_obj	unplaced-scaffold	na	na	JACVSS010000447.1	<>	na	Primary Assembly	31123	na
ctg1085_segment0_obj	unplaced-scaffold	na	na	JACVSS010001198.1	<>	na	Primary Assembly	9218	na
ctg1086_segment0_obj	unplaced-scaffold	na	na	JACVSS010002116.1	<>	na	Primary Assembly	4022	na
ctg1086_segment1_obj	unplaced-scaffold	na	na	JACVSS010000966.1	<>	na	Primary Assembly	25767	na
ctg1088_segment0_obj	unplaced-scaffold	na	na	JACVSS010000395.1	<>	na	Primary Assembly	31408	na
ctg1089_segment0_obj	unplaced-scaffold	na	na	JACVSS010001094.1	<>	na	Primary Assembly	30706	na
ctg108_segment0_subseq_1311330:1459055_obj	unplaced-scaffold	na	na	JACVSS010002556.1	<>	na	Primary Assembly	147726	na
ctg108_segment1_obj	unplaced-scaffold	na	na	JACVSS010003258.1	<>	na	Primary Assembly	48840	na
ctg1090_segment0_obj	unplaced-scaffold	na	na	JACVSS010002371.1	<>	na	Primary Assembly	341	na
ctg1090_segment1_obj	unplaced-scaffold	na	na	JACVSS010000265.1	<>	na	Primary Assembly	355	na
ctg1091_segment0_obj	unplaced-scaffold	na	na	JACVSS010000859.1	<>	na	Primary Assembly	67580	na
ctg1092_segment0_obj	unplaced-scaffold	na	na	JACVSS010002670.1	<>	na	Primary Assembly	30983	na
ctg1093_segment0_obj	unplaced-scaffold	na	na	JACVSS010001958.1	<>	na	Primary Assembly	14359	na
ctg1094_segment0_obj	unplaced-scaffold	na	na	JACVSS010001129.1	<>	na	Primary Assembly	31513	na
ctg1095_segment0_obj	unplaced-scaffold	na	na	JACVSS010001700.1	<>	na	Primary Assembly	30589	na
ctg1096_segment0_obj	unplaced-scaffold	na	na	JACVSS010002453.1	<>	na	Primary Assembly	43031	na
ctg1097_segment0_obj	unplaced-scaffold	na	na	JACVSS010003489.1	<>	na	Primary Assembly	2749	na
ctg1097_segment1_obj	unplaced-scaffold	na	na	JACVSS010001040.1	<>	na	Primary Assembly	3765	na
ctg1098_segment0_obj	unplaced-scaffold	na	na	JACVSS010002487.1	<>	na	Primary Assembly	32330	na
ctg1099_segment0_obj	unplaced-scaffold	na	na	JACVSS010002994.1	<>	na	Primary Assembly	30840	na
ctg109_segment0_subseq_1:921771_obj	unplaced-scaffold	na	na	JACVSS010003173.1	<>	na	Primary Assembly	921771	na
