# Assembly name:  Ogye1.0
# Organism name:  Gallus gallus (chicken)
# Infraspecific name:  breed=Yeonsan Ogye
# Sex:  female
# Taxid:          9031
# BioSample:      SAMN07713967
# BioProject:     PRJNA412424
# Submitter:      Hanyang University
# Date:           2017-12-05
# Assembly type:  haploid
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# WGS project:    PDMY01
# Assembly method: AllPaths-LG v. 51993; SSPACE-LongRead v. 1-1; OPERA v. 2.0.1
# Expected final version: yes
# Genome coverage: 243.8x
# Sequencing technology: Illumina HiSeq; PacBio
# GenBank assembly accession: GCA_002798355.1
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_002798365.1		Primary Assembly
## GCA_002798375.1		non-nuclear
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
Ogye_chr19	assembled-molecule	19	Chromosome	CM008846.1	<>	na	Primary Assembly	9913708	na
Ogye_chr20	assembled-molecule	20	Chromosome	CM008847.1	<>	na	Primary Assembly	14087056	na
Ogye_chr21	assembled-molecule	21	Chromosome	CM008848.1	<>	na	Primary Assembly	6822757	na
Ogye_chr22	assembled-molecule	22	Chromosome	CM008849.1	<>	na	Primary Assembly	4855032	na
Ogye_chr23	assembled-molecule	23	Chromosome	CM008850.1	<>	na	Primary Assembly	5959629	na
Ogye_chr24	assembled-molecule	24	Chromosome	CM008851.1	<>	na	Primary Assembly	6306241	na
Ogye_chr25	assembled-molecule	25	Chromosome	CM008852.1	<>	na	Primary Assembly	2851158	na
Ogye_chr26	assembled-molecule	26	Chromosome	CM008853.1	<>	na	Primary Assembly	5428515	na
Ogye_chr27	assembled-molecule	27	Chromosome	CM008854.1	<>	na	Primary Assembly	5637119	na
Ogye_chr28	assembled-molecule	28	Chromosome	CM008855.1	<>	na	Primary Assembly	5173640	na
Ogye_chrW	assembled-molecule	W	Chromosome	CM008856.1	<>	na	Primary Assembly	2151097	na
Ogye_chrZ	assembled-molecule	Z	Chromosome	CM008857.1	<>	na	Primary Assembly	77845949	na
Ogye_chr2_random_62	unplaced-scaffold	na	na	PDMY01000001.1	<>	na	Primary Assembly	1611	na
Ogye_Unknown_154	unplaced-scaffold	na	na	PDMY01000002.1	<>	na	Primary Assembly	1033	na
Ogye_Unknown_60	unplaced-scaffold	na	na	PDMY01000003.1	<>	na	Primary Assembly	1324	na
Ogye_chr1_random_104	unplaced-scaffold	na	na	PDMY01000004.1	<>	na	Primary Assembly	2065	na
Ogye_chrZ_random_81	unplaced-scaffold	na	na	PDMY01000005.1	<>	na	Primary Assembly	1077	na
Ogye_chr1_random_277	unplaced-scaffold	na	na	PDMY01000006.1	<>	na	Primary Assembly	23486	na
Ogye_chrZ_random_143	unplaced-scaffold	na	na	PDMY01000007.1	<>	na	Primary Assembly	3232	na
Ogye_chr23_random_9	unplaced-scaffold	na	na	PDMY01000008.1	<>	na	Primary Assembly	7078	na
Ogye_chr1_random_303	unplaced-scaffold	na	na	PDMY01000009.1	<>	na	Primary Assembly	10595	na
Ogye_Unknown_245	unplaced-scaffold	na	na	PDMY01000010.1	<>	na	Primary Assembly	12105	na
Ogye_chr26_random_3	unplaced-scaffold	na	na	PDMY01000011.1	<>	na	Primary Assembly	1111	na
Ogye_chrLGE22_2	unplaced-scaffold	na	na	PDMY01000012.1	<>	na	Primary Assembly	542578	na
Ogye_chr5_random_57	unplaced-scaffold	na	na	PDMY01000013.1	<>	na	Primary Assembly	1259	na
Ogye_chr11_random_5	unplaced-scaffold	na	na	PDMY01000014.1	<>	na	Primary Assembly	3028	na
Ogye_chrZ_random_14	unplaced-scaffold	na	na	PDMY01000015.1	<>	na	Primary Assembly	2157	na
Ogye_chrZ_random_35	unplaced-scaffold	na	na	PDMY01000016.1	<>	na	Primary Assembly	1651	na
Ogye_chr1_random_195	unplaced-scaffold	na	na	PDMY01000017.1	<>	na	Primary Assembly	1411	na
Ogye_Unknown_127	unplaced-scaffold	na	na	PDMY01000018.1	<>	na	Primary Assembly	1092	na
Ogye_Unknown_207	unplaced-scaffold	na	na	PDMY01000019.1	<>	na	Primary Assembly	22457	na
Ogye_chrZ_random_53	unplaced-scaffold	na	na	PDMY01000020.1	<>	na	Primary Assembly	1406	na
Ogye_chr6_random_32	unplaced-scaffold	na	na	PDMY01000021.1	<>	na	Primary Assembly	12144	na
Ogye_chr1_random_287	unplaced-scaffold	na	na	PDMY01000022.1	<>	na	Primary Assembly	15284	na
Ogye_chr10_random_14	unplaced-scaffold	na	na	PDMY01000023.1	<>	na	Primary Assembly	1470	na
Ogye_chr1_random_256	unplaced-scaffold	na	na	PDMY01000024.1	<>	na	Primary Assembly	1144	na
Ogye_chr11_random_19	unplaced-scaffold	na	na	PDMY01000025.1	<>	na	Primary Assembly	6364	na
Ogye_Unknown_15	unplaced-scaffold	na	na	PDMY01000026.1	<>	na	Primary Assembly	367661	na
Ogye_chr2_random_25	unplaced-scaffold	na	na	PDMY01000027.1	<>	na	Primary Assembly	1966	na
Ogye_chr3_random_131	unplaced-scaffold	na	na	PDMY01000028.1	<>	na	Primary Assembly	2065	na
Ogye_chr2_random_142	unplaced-scaffold	na	na	PDMY01000029.1	<>	na	Primary Assembly	11531	na
Ogye_chr2_random_104	unplaced-scaffold	na	na	PDMY01000030.1	<>	na	Primary Assembly	1322	na
Ogye_chr4_random_55	unplaced-scaffold	na	na	PDMY01000031.1	<>	na	Primary Assembly	1588	na
Ogye_Unknown_284	unplaced-scaffold	na	na	PDMY01000032.1	<>	na	Primary Assembly	7327	na
Ogye_Unknown_109	unplaced-scaffold	na	na	PDMY01000033.1	<>	na	Primary Assembly	83284	na
Ogye_chr21_random_6	unplaced-scaffold	na	na	PDMY01000034.1	<>	na	Primary Assembly	15889	na
Ogye_chr2_random_110	unplaced-scaffold	na	na	PDMY01000035.1	<>	na	Primary Assembly	1293	na
Ogye_Unknown_273	unplaced-scaffold	na	na	PDMY01000036.1	<>	na	Primary Assembly	8213	na
Ogye_chr2_random_4	unplaced-scaffold	na	na	PDMY01000037.1	<>	na	Primary Assembly	2207	na
Ogye_chr3_random_57	unplaced-scaffold	na	na	PDMY01000038.1	<>	na	Primary Assembly	1035	na
Ogye_chr4_random_2	unplaced-scaffold	na	na	PDMY01000039.1	<>	na	Primary Assembly	9962	na
Ogye_Unknown_163	unplaced-scaffold	na	na	PDMY01000040.1	<>	na	Primary Assembly	1018	na
Ogye_chr6_random_33	unplaced-scaffold	na	na	PDMY01000041.1	<>	na	Primary Assembly	11825	na
Ogye_chr8_random_18	unplaced-scaffold	na	na	PDMY01000042.1	<>	na	Primary Assembly	15379	na
Ogye_chr1_random_44	unplaced-scaffold	na	na	PDMY01000043.1	<>	na	Primary Assembly	3270	na
Ogye_Unknown_164	unplaced-scaffold	na	na	PDMY01000044.1	<>	na	Primary Assembly	1017	na
Ogye_chr27_random_19	unplaced-scaffold	na	na	PDMY01000045.1	<>	na	Primary Assembly	180702	na
Ogye_chr17_random_6	unplaced-scaffold	na	na	PDMY01000046.1	<>	na	Primary Assembly	1679	na
Ogye_chr1_random_39	unplaced-scaffold	na	na	PDMY01000047.1	<>	na	Primary Assembly	3498	na
Ogye_chr4_random_22	unplaced-scaffold	na	na	PDMY01000048.1	<>	na	Primary Assembly	2683	na
Ogye_chr2_random_43	unplaced-scaffold	na	na	PDMY01000049.1	<>	na	Primary Assembly	27180	na
Ogye_chrZ_random_153	unplaced-scaffold	na	na	PDMY01000050.1	<>	na	Primary Assembly	2829	na
Ogye_chr1_random_226	unplaced-scaffold	na	na	PDMY01000051.1	<>	na	Primary Assembly	1244	na
Ogye_chr5_random_40	unplaced-scaffold	na	na	PDMY01000052.1	<>	na	Primary Assembly	1562	na
Ogye_chrZ_random_133	unplaced-scaffold	na	na	PDMY01000053.1	<>	na	Primary Assembly	3910	na
Ogye_Unknown_344	unplaced-scaffold	na	na	PDMY01000054.1	<>	na	Primary Assembly	979	na
Ogye_chr6_random_13	unplaced-scaffold	na	na	PDMY01000055.1	<>	na	Primary Assembly	2304	na
Ogye_chr7_random_31	unplaced-scaffold	na	na	PDMY01000056.1	<>	na	Primary Assembly	1075	na
Ogye_chr2_random_83	unplaced-scaffold	na	na	PDMY01000057.1	<>	na	Primary Assembly	1461	na
Ogye_Unknown_204	unplaced-scaffold	na	na	PDMY01000058.1	<>	na	Primary Assembly	23366	na
Ogye_chrZ_random_33	unplaced-scaffold	na	na	PDMY01000059.1	<>	na	Primary Assembly	1702	na
Ogye_chr20_random_9	unplaced-scaffold	na	na	PDMY01000060.1	<>	na	Primary Assembly	1600	na
Ogye_chrZ_random_157	unplaced-scaffold	na	na	PDMY01000061.1	<>	na	Primary Assembly	2741	na
Ogye_chrZ_random_61	unplaced-scaffold	na	na	PDMY01000062.1	<>	na	Primary Assembly	1287	na
Ogye_chr15_random_7	unplaced-scaffold	na	na	PDMY01000063.1	<>	na	Primary Assembly	17294	na
Ogye_chr24_random_8	unplaced-scaffold	na	na	PDMY01000064.1	<>	na	Primary Assembly	1129	na
Ogye_chr2_random_216	unplaced-scaffold	na	na	PDMY01000065.1	<>	na	Primary Assembly	2633	na
Ogye_chr5_random_2	unplaced-scaffold	na	na	PDMY01000066.1	<>	na	Primary Assembly	12619	na
Ogye_chr2_random_2	unplaced-scaffold	na	na	PDMY01000067.1	<>	na	Primary Assembly	2220	na
Ogye_chr14_random_7	unplaced-scaffold	na	na	PDMY01000068.1	<>	na	Primary Assembly	1014	na
Ogye_chr7_random_1	unplaced-scaffold	na	na	PDMY01000069.1	<>	na	Primary Assembly	7959	na
Ogye_chrZ_random_126	unplaced-scaffold	na	na	PDMY01000070.1	<>	na	Primary Assembly	4211	na
Ogye_chr1_random_326	unplaced-scaffold	na	na	PDMY01000071.1	<>	na	Primary Assembly	8416	na
Ogye_chr12_random_15	unplaced-scaffold	na	na	PDMY01000072.1	<>	na	Primary Assembly	1126	na
Ogye_chrZ_random_84	unplaced-scaffold	na	na	PDMY01000073.1	<>	na	Primary Assembly	1051	na
Ogye_Unknown_51	unplaced-scaffold	na	na	PDMY01000074.1	<>	na	Primary Assembly	1356	na
Ogye_chr1_random_240	unplaced-scaffold	na	na	PDMY01000075.1	<>	na	Primary Assembly	1194	na
Ogye_chrZ_random_98	unplaced-scaffold	na	na	PDMY01000076.1	<>	na	Primary Assembly	12991	na
Ogye_chr13_random_4	unplaced-scaffold	na	na	PDMY01000077.1	<>	na	Primary Assembly	1097	na
Ogye_chr4_random_46	unplaced-scaffold	na	na	PDMY01000078.1	<>	na	Primary Assembly	1806	na
Ogye_Unknown_345	unplaced-scaffold	na	na	PDMY01000079.1	<>	na	Primary Assembly	8361	na
Ogye_Unknown_196	unplaced-scaffold	na	na	PDMY01000080.1	<>	na	Primary Assembly	27454	na
Ogye_Unknown_279	unplaced-scaffold	na	na	PDMY01000081.1	<>	na	Primary Assembly	7652	na
Ogye_chr1_random_315	unplaced-scaffold	na	na	PDMY01000082.1	<>	na	Primary Assembly	9852	na
Ogye_chr1_random_304	unplaced-scaffold	na	na	PDMY01000083.1	<>	na	Primary Assembly	10592	na
Ogye_chr5_random_39	unplaced-scaffold	na	na	PDMY01000084.1	<>	na	Primary Assembly	1590	na
Ogye_chr2_random_37	unplaced-scaffold	na	na	PDMY01000085.1	<>	na	Primary Assembly	1840	na
Ogye_chr13_random_6	unplaced-scaffold	na	na	PDMY01000086.1	<>	na	Primary Assembly	1026	na
Ogye_chr1_random_311	unplaced-scaffold	na	na	PDMY01000087.1	<>	na	Primary Assembly	10059	na
Ogye_chr28_random_5	unplaced-scaffold	na	na	PDMY01000088.1	<>	na	Primary Assembly	11864	na
Ogye_chr6_random_5	unplaced-scaffold	na	na	PDMY01000089.1	<>	na	Primary Assembly	5775	na
Ogye_chr1_random_146	unplaced-scaffold	na	na	PDMY01000090.1	<>	na	Primary Assembly	1698	na
Ogye_chr22_random_3	unplaced-scaffold	na	na	PDMY01000091.1	<>	na	Primary Assembly	2289	na
Ogye_chr1_random_155	unplaced-scaffold	na	na	PDMY01000092.1	<>	na	Primary Assembly	1649	na
Ogye_chr3_random_82	unplaced-scaffold	na	na	PDMY01000093.1	<>	na	Primary Assembly	4521	na
Ogye_chrZ_random_4	unplaced-scaffold	na	na	PDMY01000095.1	<>	na	Primary Assembly	2329	na
Ogye_chr2_random_36	unplaced-scaffold	na	na	PDMY01000096.1	<>	na	Primary Assembly	1849	na
Ogye_chr3_random_46	unplaced-scaffold	na	na	PDMY01000097.1	<>	na	Primary Assembly	1111	na
Ogye_chrZ_random_30	unplaced-scaffold	na	na	PDMY01000098.1	<>	na	Primary Assembly	1809	na
Ogye_chr20_random_6	unplaced-scaffold	na	na	PDMY01000099.1	<>	na	Primary Assembly	1817	na
Ogye_chr1_random_55	unplaced-scaffold	na	na	PDMY01000100.1	<>	na	Primary Assembly	34705	na
Ogye_chr20_random_3	unplaced-scaffold	na	na	PDMY01000101.1	<>	na	Primary Assembly	2860	na
Ogye_chr1_random_90	unplaced-scaffold	na	na	PDMY01000102.1	<>	na	Primary Assembly	2266	na
Ogye_chr1_random_17	unplaced-scaffold	na	na	PDMY01000103.1	<>	na	Primary Assembly	4541	na
Ogye_chr25_random_5	unplaced-scaffold	na	na	PDMY01000104.1	<>	na	Primary Assembly	2117	na
Ogye_chr1_random_317	unplaced-scaffold	na	na	PDMY01000105.1	<>	na	Primary Assembly	9290	na
Ogye_chr1_random_268	unplaced-scaffold	na	na	PDMY01000106.1	<>	na	Primary Assembly	1068	na
Ogye_chr2_random_163	unplaced-scaffold	na	na	PDMY01000107.1	<>	na	Primary Assembly	9151	na
Ogye_chr1_random_229	unplaced-scaffold	na	na	PDMY01000108.1	<>	na	Primary Assembly	1233	na
Ogye_Unknown_67	unplaced-scaffold	na	na	PDMY01000109.1	<>	na	Primary Assembly	1281	na
Ogye_chr27_random_18	unplaced-scaffold	na	na	PDMY01000110.1	<>	na	Primary Assembly	1051	na
Ogye_chr21_random_1	unplaced-scaffold	na	na	PDMY01000111.1	<>	na	Primary Assembly	1872	na
Ogye_chr20_random_19	unplaced-scaffold	na	na	PDMY01000112.1	<>	na	Primary Assembly	49856	na
Ogye_chr3_random_124	unplaced-scaffold	na	na	PDMY01000113.1	<>	na	Primary Assembly	2218	na
Ogye_chr1_random_72	unplaced-scaffold	na	na	PDMY01000114.1	<>	na	Primary Assembly	2617	na
Ogye_chrZ_random_156	unplaced-scaffold	na	na	PDMY01000115.1	<>	na	Primary Assembly	2747	na
Ogye_chr2_random_233	unplaced-scaffold	na	na	PDMY01000116.1	<>	na	Primary Assembly	2233	na
Ogye_chr1_random_84	unplaced-scaffold	na	na	PDMY01000117.1	<>	na	Primary Assembly	2345	na
Ogye_chr2_random_193	unplaced-scaffold	na	na	PDMY01000118.1	<>	na	Primary Assembly	3640	na
Ogye_chr2_random_184	unplaced-scaffold	na	na	PDMY01000119.1	<>	na	Primary Assembly	5534	na
Ogye_Unknown_247	unplaced-scaffold	na	na	PDMY01000120.1	<>	na	Primary Assembly	11730	na
Ogye_Unknown_42	unplaced-scaffold	na	na	PDMY01000121.1	<>	na	Primary Assembly	150857	na
Ogye_chr10_random_5	unplaced-scaffold	na	na	PDMY01000122.1	<>	na	Primary Assembly	1102	na
Ogye_chr12_random_23	unplaced-scaffold	na	na	PDMY01000123.1	<>	na	Primary Assembly	6771	na
Ogye_chrZ_random_40	unplaced-scaffold	na	na	PDMY01000124.1	<>	na	Primary Assembly	1568	na
Ogye_Unknown_182	unplaced-scaffold	na	na	PDMY01000125.1	<>	na	Primary Assembly	45876	na
Ogye_chr1_random_222	unplaced-scaffold	na	na	PDMY01000126.1	<>	na	Primary Assembly	50204	na
Ogye_chr1_random_266	unplaced-scaffold	na	na	PDMY01000127.1	<>	na	Primary Assembly	29097	na
Ogye_chr11_random_8	unplaced-scaffold	na	na	PDMY01000128.1	<>	na	Primary Assembly	1685	na
Ogye_chrZ_random_41	unplaced-scaffold	na	na	PDMY01000129.1	<>	na	Primary Assembly	1549	na
Ogye_chr3_random_72	unplaced-scaffold	na	na	PDMY01000130.1	<>	na	Primary Assembly	7472	na
Ogye_chr1_random_305	unplaced-scaffold	na	na	PDMY01000131.1	<>	na	Primary Assembly	10557	na
Ogye_chr2_random_116	unplaced-scaffold	na	na	PDMY01000132.1	<>	na	Primary Assembly	1250	na
Ogye_chr3_random_130	unplaced-scaffold	na	na	PDMY01000133.1	<>	na	Primary Assembly	21801	na
Ogye_chr4_random_49	unplaced-scaffold	na	na	PDMY01000134.1	<>	na	Primary Assembly	1718	na
Ogye_chr4_random_10	unplaced-scaffold	na	na	PDMY01000135.1	<>	na	Primary Assembly	4518	na
Ogye_chr2_random_39	unplaced-scaffold	na	na	PDMY01000136.1	<>	na	Primary Assembly	1836	na
Ogye_chr5_random_36	unplaced-scaffold	na	na	PDMY01000137.1	<>	na	Primary Assembly	1691	na
Ogye_Unknown_25	unplaced-scaffold	na	na	PDMY01000138.1	<>	na	Primary Assembly	1607	na
Ogye_chr2_random_42	unplaced-scaffold	na	na	PDMY01000139.1	<>	na	Primary Assembly	1821	na
Ogye_chr1_random_204	unplaced-scaffold	na	na	PDMY01000140.1	<>	na	Primary Assembly	1371	na
Ogye_chr7_random_13	unplaced-scaffold	na	na	PDMY01000141.1	<>	na	Primary Assembly	2070	na
Ogye_chr3_random_104	unplaced-scaffold	na	na	PDMY01000142.1	<>	na	Primary Assembly	3061	na
Ogye_chr4_random_60	unplaced-scaffold	na	na	PDMY01000143.1	<>	na	Primary Assembly	1471	na
Ogye_chr1_random_289	unplaced-scaffold	na	na	PDMY01000144.1	<>	na	Primary Assembly	14497	na
Ogye_chrZ_random_79	unplaced-scaffold	na	na	PDMY01000145.1	<>	na	Primary Assembly	1101	na
Ogye_chr3_random_21	unplaced-scaffold	na	na	PDMY01000146.1	<>	na	Primary Assembly	1304	na
Ogye_Unknown_195	unplaced-scaffold	na	na	PDMY01000147.1	<>	na	Primary Assembly	28815	na
Ogye_chrW_random_13	unplaced-scaffold	na	na	PDMY01000148.1	<>	na	Primary Assembly	4511	na
Ogye_chr1_random_19	unplaced-scaffold	na	na	PDMY01000149.1	<>	na	Primary Assembly	4316	na
Ogye_chr20_random_21	unplaced-scaffold	na	na	PDMY01000150.1	<>	na	Primary Assembly	6645	na
Ogye_chr4_random_33	unplaced-scaffold	na	na	PDMY01000151.1	<>	na	Primary Assembly	2126	na
Ogye_chr5_random_52	unplaced-scaffold	na	na	PDMY01000152.1	<>	na	Primary Assembly	31741	na
Ogye_chr7_random_3	unplaced-scaffold	na	na	PDMY01000153.1	<>	na	Primary Assembly	4946	na
Ogye_chr3_random_132	unplaced-scaffold	na	na	PDMY01000154.1	<>	na	Primary Assembly	2042	na
Ogye_chr11_random_13	unplaced-scaffold	na	na	PDMY01000155.1	<>	na	Primary Assembly	1136	na
Ogye_chr5_random_3	unplaced-scaffold	na	na	PDMY01000156.1	<>	na	Primary Assembly	12270	na
Ogye_Unknown_200	unplaced-scaffold	na	na	PDMY01000157.1	<>	na	Primary Assembly	26357	na
Ogye_chr2_random_161	unplaced-scaffold	na	na	PDMY01000158.1	<>	na	Primary Assembly	10062	na
Ogye_Unknown_39	unplaced-scaffold	na	na	PDMY01000159.1	<>	na	Primary Assembly	1476	na
Ogye_chr13_random_10	unplaced-scaffold	na	na	PDMY01000160.1	<>	na	Primary Assembly	4002	na
Ogye_chr5_random_26	unplaced-scaffold	na	na	PDMY01000161.1	<>	na	Primary Assembly	2233	na
Ogye_chr1_random_133	unplaced-scaffold	na	na	PDMY01000162.1	<>	na	Primary Assembly	1842	na
Ogye_chr9_random_13	unplaced-scaffold	na	na	PDMY01000163.1	<>	na	Primary Assembly	5586	na
Ogye_chr24_random_2	unplaced-scaffold	na	na	PDMY01000164.1	<>	na	Primary Assembly	19801	na
Ogye_Unknown_44	unplaced-scaffold	na	na	PDMY01000165.1	<>	na	Primary Assembly	1400	na
Ogye_chr3_random_96	unplaced-scaffold	na	na	PDMY01000166.1	<>	na	Primary Assembly	3217	na
Ogye_chr2_random_158	unplaced-scaffold	na	na	PDMY01000167.1	<>	na	Primary Assembly	991	na
Ogye_chr1_random_198	unplaced-scaffold	na	na	PDMY01000168.1	<>	na	Primary Assembly	1404	na
Ogye_chr1_random_110	unplaced-scaffold	na	na	PDMY01000169.1	<>	na	Primary Assembly	1983	na
Ogye_chr1_random_335	unplaced-scaffold	na	na	PDMY01000170.1	<>	na	Primary Assembly	6950	na
Ogye_Unknown_253	unplaced-scaffold	na	na	PDMY01000171.1	<>	na	Primary Assembly	10208	na
Ogye_chr2_random_102	unplaced-scaffold	na	na	PDMY01000172.1	<>	na	Primary Assembly	1344	na
Ogye_chrLGE22_19	unplaced-scaffold	na	na	PDMY01000173.1	<>	na	Primary Assembly	10062	na
Ogye_Unknown_118	unplaced-scaffold	na	na	PDMY01000174.1	<>	na	Primary Assembly	73054	na
Ogye_Unknown_23	unplaced-scaffold	na	na	PDMY01000175.1	<>	na	Primary Assembly	1632	na
Ogye_chr5_random_55	unplaced-scaffold	na	na	PDMY01000176.1	<>	na	Primary Assembly	1333	na
Ogye_chr12_random_6	unplaced-scaffold	na	na	PDMY01000177.1	<>	na	Primary Assembly	1764	na
Ogye_chrZ_random_1	unplaced-scaffold	na	na	PDMY01000178.1	<>	na	Primary Assembly	2377	na
Ogye_chr2_random_223	unplaced-scaffold	na	na	PDMY01000179.1	<>	na	Primary Assembly	2454	na
Ogye_Unknown_278	unplaced-scaffold	na	na	PDMY01000180.1	<>	na	Primary Assembly	7772	na
Ogye_chr1_random_74	unplaced-scaffold	na	na	PDMY01000181.1	<>	na	Primary Assembly	2605	na
Ogye_chr11_random_1	unplaced-scaffold	na	na	PDMY01000182.1	<>	na	Primary Assembly	3955	na
Ogye_chr3_random_20	unplaced-scaffold	na	na	PDMY01000183.1	<>	na	Primary Assembly	1308	na
Ogye_Unknown_137	unplaced-scaffold	na	na	PDMY01000184.1	<>	na	Primary Assembly	1067	na
Ogye_chr1_random_208	unplaced-scaffold	na	na	PDMY01000185.1	<>	na	Primary Assembly	1336	na
Ogye_Unknown_91	unplaced-scaffold	na	na	PDMY01000186.1	<>	na	Primary Assembly	1186	na
Ogye_chr25_random_2	unplaced-scaffold	na	na	PDMY01000187.1	<>	na	Primary Assembly	3268	na
Ogye_chr3_random_117	unplaced-scaffold	na	na	PDMY01000188.1	<>	na	Primary Assembly	2409	na
Ogye_chr1_random_118	unplaced-scaffold	na	na	PDMY01000189.1	<>	na	Primary Assembly	1936	na
Ogye_Unknown_146	unplaced-scaffold	na	na	PDMY01000190.1	<>	na	Primary Assembly	1054	na
Ogye_chr1_random_180	unplaced-scaffold	na	na	PDMY01000191.1	<>	na	Primary Assembly	1485	na
Ogye_chr1_random_251	unplaced-scaffold	na	na	PDMY01000192.1	<>	na	Primary Assembly	1157	na
Ogye_chr4_random_81	unplaced-scaffold	na	na	PDMY01000193.1	<>	na	Primary Assembly	1002	na
Ogye_chrZ_random_82	unplaced-scaffold	na	na	PDMY01000194.1	<>	na	Primary Assembly	33203	na
Ogye_chr1_random_144	unplaced-scaffold	na	na	PDMY01000195.1	<>	na	Primary Assembly	1753	na
Ogye_chr2_random_157	unplaced-scaffold	na	na	PDMY01000196.1	<>	na	Primary Assembly	995	na
Ogye_chr1_random_193	unplaced-scaffold	na	na	PDMY01000197.1	<>	na	Primary Assembly	1419	na
Ogye_chrLGE22_7	unplaced-scaffold	na	na	PDMY01000198.1	<>	na	Primary Assembly	1194	na
Ogye_Unknown_141	unplaced-scaffold	na	na	PDMY01000199.1	<>	na	Primary Assembly	1057	na
Ogye_chr2_random_74	unplaced-scaffold	na	na	PDMY01000200.1	<>	na	Primary Assembly	1554	na
Ogye_chr20_random_18	unplaced-scaffold	na	na	PDMY01000201.1	<>	na	Primary Assembly	64991	na
Ogye_chr15_random_6	unplaced-scaffold	na	na	PDMY01000202.1	<>	na	Primary Assembly	17970	na
Ogye_Unknown_136	unplaced-scaffold	na	na	PDMY01000203.1	<>	na	Primary Assembly	1068	na
Ogye_chr4_random_28	unplaced-scaffold	na	na	PDMY01000204.1	<>	na	Primary Assembly	2235	na
Ogye_chr3_random_88	unplaced-scaffold	na	na	PDMY01000205.1	<>	na	Primary Assembly	4092	na
Ogye_chr4_random_57	unplaced-scaffold	na	na	PDMY01000206.1	<>	na	Primary Assembly	1506	na
Ogye_Unknown_183	unplaced-scaffold	na	na	PDMY01000207.1	<>	na	Primary Assembly	45470	na
