# Assembly name:  rThaEle1.pri
# Organism name:  Thamnophis elegans (Western terrestrial garter snake)
# Isolate:  rThaEle1
# Sex:  female
# Taxid:          35005
# BioSample:      SAMN12629499
# BioProject:     PRJNA561996
# Submitter:      Vertebrate Genomes Project
# Date:           2019-12-23
# Assembly type:  haploid (principal pseudohaplotype of diploid)
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# WGS project:    WNNA01
# Assembly method: FALCON v. DNANexus 1.9.0; FALCON-Unzip v. DNANexus 1.0.6; purge_haplotigs v. v1.0.3+ 1.Nov.2018; scaff10x v. 4.1.0; Bionano Solve DLS v. 3.2.1; Salsa HiC v. 2.2; Arrow smrtanalysis Pacbio polishSing & gap filling v. 6.0.0.47841; longranger align v. 2.2.2; 
# Expected final version: no
# Genome coverage: 62.12x
# Sequencing technology: PacBio Sequel I CLR; Illumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS
# RefSeq category: Representative Genome
# GenBank assembly accession: GCA_009769535.1
# RefSeq assembly accession: GCF_009769535.1
# RefSeq assembly and GenBank assemblies identical: yes
# Linked assembly: GCA_009769695.1 (alternate pseudohaplotype of diploid)
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_009769635.1	GCF_009769635.1	Primary Assembly
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
scaffold_128_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000027.1	=	NW_022473598.1	Primary Assembly	101222	na
scaffold_129_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000028.1	=	NW_022473599.1	Primary Assembly	99449	na
scaffold_130_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000030.1	=	NW_022473600.1	Primary Assembly	97779	na
scaffold_131_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000031.1	=	NW_022473601.1	Primary Assembly	97185	na
scaffold_132_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000032.1	=	NW_022473602.1	Primary Assembly	94718	na
scaffold_133_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000033.1	=	NW_022473603.1	Primary Assembly	95381	na
scaffold_134_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000034.1	=	NW_022473604.1	Primary Assembly	93777	na
scaffold_135_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000035.1	=	NW_022473605.1	Primary Assembly	91890	na
scaffold_136_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000036.1	=	NW_022473606.1	Primary Assembly	91038	na
scaffold_137_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000037.1	=	NW_022473607.1	Primary Assembly	91329	na
scaffold_138_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000038.1	=	NW_022473608.1	Primary Assembly	91251	na
scaffold_139_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000039.1	=	NW_022473609.1	Primary Assembly	90081	na
scaffold_140_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000041.1	=	NW_022473610.1	Primary Assembly	88286	na
scaffold_141_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000042.1	=	NW_022473611.1	Primary Assembly	87831	na
scaffold_142_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000043.1	=	NW_022473612.1	Primary Assembly	85917	na
scaffold_144_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000044.1	=	NW_022473613.1	Primary Assembly	85929	na
scaffold_145_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000045.1	=	NW_022473614.1	Primary Assembly	84702	na
scaffold_146_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000046.1	=	NW_022473615.1	Primary Assembly	84866	na
scaffold_147_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000047.1	=	NW_022473616.1	Primary Assembly	81658	na
scaffold_148_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000048.1	=	NW_022473617.1	Primary Assembly	81050	na
scaffold_149_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000049.1	=	NW_022473618.1	Primary Assembly	81130	na
scaffold_150_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000051.1	=	NW_022473619.1	Primary Assembly	79992	na
scaffold_151_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000052.1	=	NW_022473620.1	Primary Assembly	78913	na
scaffold_152_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000053.1	=	NW_022473621.1	Primary Assembly	77695	na
scaffold_153_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000054.1	=	NW_022473622.1	Primary Assembly	76518	na
scaffold_154_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000055.1	=	NW_022473623.1	Primary Assembly	76895	na
scaffold_155_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000056.1	=	NW_022473624.1	Primary Assembly	76442	na
scaffold_156_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000057.1	=	NW_022473625.1	Primary Assembly	75511	na
scaffold_157_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000058.1	=	NW_022473626.1	Primary Assembly	73964	na
scaffold_158_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000059.1	=	NW_022473627.1	Primary Assembly	72510	na
scaffold_159_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000060.1	=	NW_022473628.1	Primary Assembly	72278	na
scaffold_160_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000062.1	=	NW_022473629.1	Primary Assembly	71766	na
scaffold_161_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000063.1	=	NW_022473630.1	Primary Assembly	71149	na
scaffold_162_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000064.1	=	NW_022473631.1	Primary Assembly	70320	na
scaffold_163_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000065.1	=	NW_022473632.1	Primary Assembly	70768	na
scaffold_164_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000066.1	=	NW_022473633.1	Primary Assembly	69585	na
scaffold_165_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000067.1	=	NW_022473634.1	Primary Assembly	69481	na
scaffold_166_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000068.1	=	NW_022473635.1	Primary Assembly	69156	na
scaffold_167_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000069.1	=	NW_022473636.1	Primary Assembly	68666	na
scaffold_168_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000070.1	=	NW_022473637.1	Primary Assembly	67166	na
scaffold_169_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000071.1	=	NW_022473638.1	Primary Assembly	66954	na
scaffold_16_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000073.1	=	NW_022473639.1	Primary Assembly	90843	na
scaffold_170_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000074.1	=	NW_022473640.1	Primary Assembly	66180	na
scaffold_171_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000075.1	=	NW_022473641.1	Primary Assembly	63173	na
scaffold_172_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000076.1	=	NW_022473642.1	Primary Assembly	63784	na
scaffold_173_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000077.1	=	NW_022473643.1	Primary Assembly	62780	na
scaffold_174_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000078.1	=	NW_022473644.1	Primary Assembly	61867	na
scaffold_175_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000079.1	=	NW_022473645.1	Primary Assembly	60226	na
scaffold_176_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000080.1	=	NW_022473646.1	Primary Assembly	60221	na
scaffold_177_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000081.1	=	NW_022473647.1	Primary Assembly	59231	na
scaffold_178_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000082.1	=	NW_022473648.1	Primary Assembly	58844	na
scaffold_179_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000083.1	=	NW_022473649.1	Primary Assembly	58649	na
scaffold_180_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000085.1	=	NW_022473650.1	Primary Assembly	58425	na
scaffold_181_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000086.1	=	NW_022473651.1	Primary Assembly	58815	na
scaffold_182_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000087.1	=	NW_022473652.1	Primary Assembly	58527	na
scaffold_183_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000088.1	=	NW_022473653.1	Primary Assembly	58178	na
scaffold_184_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000089.1	=	NW_022473654.1	Primary Assembly	58033	na
scaffold_185_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000090.1	=	NW_022473655.1	Primary Assembly	58315	na
scaffold_186_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000091.1	=	NW_022473656.1	Primary Assembly	57726	na
scaffold_187_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000092.1	=	NW_022473657.1	Primary Assembly	58280	na
scaffold_189_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000093.1	=	NW_022473658.1	Primary Assembly	57010	na
scaffold_190_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000094.1	=	NW_022473659.1	Primary Assembly	56897	na
scaffold_191_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000095.1	=	NW_022473660.1	Primary Assembly	56889	na
scaffold_192_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000096.1	=	NW_022473661.1	Primary Assembly	56732	na
scaffold_193_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000097.1	=	NW_022473662.1	Primary Assembly	57225	na
scaffold_194_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000098.1	=	NW_022473663.1	Primary Assembly	56309	na
scaffold_195_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000099.1	=	NW_022473664.1	Primary Assembly	56151	na
scaffold_196_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000100.1	=	NW_022473665.1	Primary Assembly	55978	na
scaffold_197_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000101.1	=	NW_022473666.1	Primary Assembly	55656	na
scaffold_198_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000102.1	=	NW_022473667.1	Primary Assembly	55675	na
scaffold_199_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000103.1	=	NW_022473668.1	Primary Assembly	55569	na
scaffold_200_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000105.1	=	NW_022473669.1	Primary Assembly	55213	na
scaffold_201_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000106.1	=	NW_022473670.1	Primary Assembly	54460	na
scaffold_202_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000107.1	=	NW_022473671.1	Primary Assembly	54445	na
scaffold_203_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000108.1	=	NW_022473672.1	Primary Assembly	54630	na
scaffold_204_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000109.1	=	NW_022473673.1	Primary Assembly	53487	na
scaffold_205_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000110.1	=	NW_022473674.1	Primary Assembly	53168	na
scaffold_206_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000111.1	=	NW_022473675.1	Primary Assembly	53011	na
scaffold_207_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000112.1	=	NW_022473676.1	Primary Assembly	53188	na
scaffold_208_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000113.1	=	NW_022473677.1	Primary Assembly	52449	na
scaffold_209_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000114.1	=	NW_022473678.1	Primary Assembly	51503	na
scaffold_210_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000115.1	=	NW_022473679.1	Primary Assembly	51556	na
scaffold_211_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000116.1	=	NW_022473680.1	Primary Assembly	51261	na
scaffold_212_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000117.1	=	NW_022473681.1	Primary Assembly	50420	na
scaffold_213_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000118.1	=	NW_022473682.1	Primary Assembly	49982	na
scaffold_214_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000119.1	=	NW_022473683.1	Primary Assembly	49519	na
scaffold_215_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000120.1	=	NW_022473684.1	Primary Assembly	49191	na
scaffold_216_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000121.1	=	NW_022473685.1	Primary Assembly	49478	na
scaffold_217_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000122.1	=	NW_022473686.1	Primary Assembly	49759	na
scaffold_218_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000123.1	=	NW_022473687.1	Primary Assembly	48445	na
scaffold_219_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000124.1	=	NW_022473688.1	Primary Assembly	48389	na
scaffold_220_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000125.1	=	NW_022473689.1	Primary Assembly	48050	na
scaffold_221_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000126.1	=	NW_022473690.1	Primary Assembly	47798	na
scaffold_222_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000127.1	=	NW_022473691.1	Primary Assembly	47792	na
scaffold_223_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000128.1	=	NW_022473692.1	Primary Assembly	47426	na
scaffold_224_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000129.1	=	NW_022473693.1	Primary Assembly	47243	na
scaffold_225_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000130.1	=	NW_022473694.1	Primary Assembly	47019	na
scaffold_226_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000131.1	=	NW_022473695.1	Primary Assembly	47285	na
scaffold_227_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000132.1	=	NW_022473696.1	Primary Assembly	47187	na
scaffold_228_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000133.1	=	NW_022473697.1	Primary Assembly	47720	na
scaffold_229_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000134.1	=	NW_022473698.1	Primary Assembly	46652	na
scaffold_230_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000137.1	=	NW_022473699.1	Primary Assembly	46250	na
scaffold_231_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000138.1	=	NW_022473700.1	Primary Assembly	46170	na
scaffold_232_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000139.1	=	NW_022473701.1	Primary Assembly	46112	na
scaffold_233_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000140.1	=	NW_022473702.1	Primary Assembly	45568	na
scaffold_234_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000141.1	=	NW_022473703.1	Primary Assembly	45283	na
scaffold_235_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000142.1	=	NW_022473704.1	Primary Assembly	45086	na
scaffold_236_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000143.1	=	NW_022473705.1	Primary Assembly	44874	na
scaffold_237_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000144.1	=	NW_022473706.1	Primary Assembly	44865	na
scaffold_238_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000145.1	=	NW_022473707.1	Primary Assembly	45091	na
scaffold_239_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000146.1	=	NW_022473708.1	Primary Assembly	44556	na
scaffold_240_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000147.1	=	NW_022473709.1	Primary Assembly	44172	na
scaffold_241_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000148.1	=	NW_022473710.1	Primary Assembly	44189	na
scaffold_242_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000149.1	=	NW_022473711.1	Primary Assembly	43909	na
scaffold_243_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000150.1	=	NW_022473712.1	Primary Assembly	44337	na
scaffold_244_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000151.1	=	NW_022473713.1	Primary Assembly	43823	na
scaffold_245_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000152.1	=	NW_022473714.1	Primary Assembly	44126	na
scaffold_246_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000153.1	=	NW_022473715.1	Primary Assembly	43571	na
scaffold_247_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000154.1	=	NW_022473716.1	Primary Assembly	43533	na
scaffold_248_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000155.1	=	NW_022473717.1	Primary Assembly	43358	na
scaffold_249_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000156.1	=	NW_022473718.1	Primary Assembly	43197	na
scaffold_24_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000157.1	=	NW_022473719.1	Primary Assembly	229137	na
scaffold_250_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000158.1	=	NW_022473720.1	Primary Assembly	42383	na
scaffold_252_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000159.1	=	NW_022473721.1	Primary Assembly	42361	na
scaffold_253_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000160.1	=	NW_022473722.1	Primary Assembly	42113	na
scaffold_254_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000161.1	=	NW_022473723.1	Primary Assembly	42529	na
scaffold_255_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000162.1	=	NW_022473724.1	Primary Assembly	41781	na
scaffold_256_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000163.1	=	NW_022473725.1	Primary Assembly	41528	na
scaffold_257_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000164.1	=	NW_022473726.1	Primary Assembly	41336	na
scaffold_258_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000165.1	=	NW_022473727.1	Primary Assembly	41105	na
scaffold_259_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000166.1	=	NW_022473728.1	Primary Assembly	40739	na
scaffold_260_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000167.1	=	NW_022473729.1	Primary Assembly	40847	na
scaffold_261_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000168.1	=	NW_022473730.1	Primary Assembly	40914	na
scaffold_262_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000169.1	=	NW_022473731.1	Primary Assembly	40523	na
scaffold_263_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000170.1	=	NW_022473732.1	Primary Assembly	40436	na
scaffold_264_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000171.1	=	NW_022473733.1	Primary Assembly	40378	na
scaffold_265_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000172.1	=	NW_022473734.1	Primary Assembly	40062	na
scaffold_266_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000173.1	=	NW_022473735.1	Primary Assembly	40090	na
scaffold_267_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000174.1	=	NW_022473736.1	Primary Assembly	39742	na
scaffold_268_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000175.1	=	NW_022473737.1	Primary Assembly	39613	na
scaffold_269_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000176.1	=	NW_022473738.1	Primary Assembly	39498	na
scaffold_270_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000177.1	=	NW_022473739.1	Primary Assembly	39101	na
scaffold_271_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000178.1	=	NW_022473740.1	Primary Assembly	38881	na
scaffold_272_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000179.1	=	NW_022473741.1	Primary Assembly	38555	na
scaffold_273_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000180.1	=	NW_022473742.1	Primary Assembly	38314	na
scaffold_274_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000181.1	=	NW_022473743.1	Primary Assembly	38408	na
scaffold_275_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000182.1	=	NW_022473744.1	Primary Assembly	38038	na
scaffold_276_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000183.1	=	NW_022473745.1	Primary Assembly	37984	na
scaffold_277_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000184.1	=	NW_022473746.1	Primary Assembly	37444	na
scaffold_278_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000185.1	=	NW_022473747.1	Primary Assembly	36848	na
scaffold_279_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000186.1	=	NW_022473748.1	Primary Assembly	37176	na
scaffold_27_arrow_ctg1	unplaced-scaffold	na	na	WNNA01000187.1	=	NW_022473749.1	Primary Assembly	78934	na
