# Assembly name:  rGopEvg1_v1.p
# Organism name:  Gopherus evgoodei (Goodes thornscrub tortoise)
# Infraspecific name:  ecotype=Sinaloan lineage
# Taxid:          1825980
# BioSample:      SAMN03496275
# BioProject:     PRJNA489103
# Submitter:      Vertebrate Genomes Project
# Date:           2019-07-25
# Assembly type:  haploid
# Release type:   minor
# Assembly level: Chromosome
# Genome representation: full
# WGS project:    VHHN01
# Assembly method: FALCON v. 5.1.1; FALCON-Unzip v. 1.0.2; purge_haplotigs v. bitbucket 7.10.2018; scaff10x v. 2.1; Bionano Solve DLS v. 3.2.1; Salsa2 v. 2.2; Arrow v. 5.1.0.26412; longranger align v. 2.2.2; freebayes v. 1.2.0; gEVAL manual curation v. 2019-01-31; VGP standa
# Expected final version: no
# Genome coverage: 58.0x
# Sequencing technology: PacBio Sequel I; 10X Genomics linked reads; Arima Genomics Hi-C; Bionano Genomics DLS
# RefSeq category: Representative Genome
# GenBank assembly accession: GCA_007399415.1
# RefSeq assembly accession: GCF_007399415.2
# RefSeq assembly and GenBank assemblies identical: no
# Linked assembly: GCA_007399395.1 (alternate pseudohaplotype of diploid)
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_007399425.1	GCF_007399425.1	Primary Assembly
## GCA_007399435.1	GCF_007399435.1	non-nuclear
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
scaffold_101_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000002.1	=	NW_022059764.1	Primary Assembly	180956	na
scaffold_102_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000003.1	=	NW_022059765.1	Primary Assembly	177707	na
scaffold_103_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000004.1	=	NW_022059766.1	Primary Assembly	173005	na
scaffold_104_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000005.1	=	NW_022059767.1	Primary Assembly	169436	na
scaffold_105_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000006.1	=	NW_022059768.1	Primary Assembly	163906	na
scaffold_106_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000007.1	=	NW_022059769.1	Primary Assembly	160527	na
scaffold_107_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000008.1	=	NW_022059770.1	Primary Assembly	158253	na
scaffold_108_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000009.1	=	NW_022059771.1	Primary Assembly	152979	na
scaffold_109_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000010.1	=	NW_022059772.1	Primary Assembly	142579	na
scaffold_110_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000012.1	=	NW_022059773.1	Primary Assembly	140808	na
scaffold_111_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000013.1	=	NW_022059774.1	Primary Assembly	138875	na
scaffold_112_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000014.1	=	NW_022059775.1	Primary Assembly	137482	na
scaffold_113_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000015.1	=	NW_022059776.1	Primary Assembly	133948	na
scaffold_114_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000016.1	=	NW_022059777.1	Primary Assembly	132773	na
scaffold_115_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000017.1	=	NW_022059778.1	Primary Assembly	132445	na
scaffold_116_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000018.1	=	NW_022059779.1	Primary Assembly	132237	na
scaffold_117_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000019.1	=	NW_022059780.1	Primary Assembly	128056	na
scaffold_118_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000020.1	=	NW_022059781.1	Primary Assembly	123115	na
scaffold_119_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000021.1	=	NW_022059782.1	Primary Assembly	123410	na
scaffold_120_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000022.1	=	NW_022059783.1	Primary Assembly	122318	na
scaffold_121_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000023.1	=	NW_022059784.1	Primary Assembly	121734	na
scaffold_122_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000024.1	=	NW_022059785.1	Primary Assembly	119385	na
scaffold_123_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000025.1	=	NW_022059786.1	Primary Assembly	116268	na
scaffold_124_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000026.1	=	NW_022059787.1	Primary Assembly	115624	na
scaffold_125_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000027.1	=	NW_022059788.1	Primary Assembly	115833	na
scaffold_126_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000028.1	=	NW_022059789.1	Primary Assembly	113089	na
scaffold_127_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000029.1	=	NW_022059790.1	Primary Assembly	112515	na
scaffold_128_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000030.1	=	NW_022059791.1	Primary Assembly	112077	na
scaffold_129_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000031.1	=	NW_022059792.1	Primary Assembly	110900	na
scaffold_130_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000033.1	=	NW_022059793.1	Primary Assembly	110648	na
scaffold_131_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000034.1	=	NW_022059794.1	Primary Assembly	105725	na
scaffold_132_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000035.1	=	NW_022059795.1	Primary Assembly	104306	na
scaffold_133_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000036.1	=	NW_022059796.1	Primary Assembly	104733	na
scaffold_134_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000037.1	=	NW_022059797.1	Primary Assembly	105969	na
scaffold_135_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000038.1	=	NW_022059798.1	Primary Assembly	103709	na
scaffold_136_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000039.1	=	NW_022059799.1	Primary Assembly	102383	na
scaffold_137_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000040.1	=	NW_022059800.1	Primary Assembly	103339	na
scaffold_138_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000041.1	=	NW_022059801.1	Primary Assembly	101635	na
scaffold_139_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000042.1	=	NW_022059802.1	Primary Assembly	98122	na
scaffold_140_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000044.1	=	NW_022059803.1	Primary Assembly	97972	na
scaffold_141_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000045.1	=	NW_022059804.1	Primary Assembly	94631	na
scaffold_142_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000046.1	=	NW_022059805.1	Primary Assembly	94916	na
scaffold_143_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000047.1	=	NW_022059806.1	Primary Assembly	93427	na
scaffold_144_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000048.1	=	NW_022059807.1	Primary Assembly	93412	na
scaffold_145_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000049.1	=	NW_022059808.1	Primary Assembly	93110	na
scaffold_146_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000050.1	=	NW_022059809.1	Primary Assembly	92794	na
scaffold_147_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000051.1	=	NW_022059810.1	Primary Assembly	90962	na
scaffold_148_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000052.1	=	NW_022059811.1	Primary Assembly	90280	na
scaffold_149_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000053.1	=	NW_022059812.1	Primary Assembly	90565	na
scaffold_150_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000055.1	=	NW_022059813.1	Primary Assembly	91825	na
scaffold_151_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000056.1	=	NW_022059814.1	Primary Assembly	90146	na
scaffold_152_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000057.1	=	NW_022059815.1	Primary Assembly	89513	na
scaffold_153_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000058.1	=	NW_022059816.1	Primary Assembly	87258	na
scaffold_154_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000059.1	=	NW_022059817.1	Primary Assembly	86249	na
scaffold_155_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000060.1	=	NW_022059818.1	Primary Assembly	85797	na
scaffold_156_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000061.1	=	NW_022059819.1	Primary Assembly	84567	na
scaffold_157_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000062.1	=	NW_022059820.1	Primary Assembly	84173	na
scaffold_158_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000063.1	=	NW_022059821.1	Primary Assembly	83433	na
scaffold_159_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000064.1	=	NW_022059822.1	Primary Assembly	81872	na
scaffold_160_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000065.1	=	NW_022059823.1	Primary Assembly	81644	na
scaffold_161_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000066.1	=	NW_022059824.1	Primary Assembly	81110	na
scaffold_162_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000067.1	=	NW_022059825.1	Primary Assembly	81221	na
scaffold_163_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000068.1	=	NW_022059826.1	Primary Assembly	80780	na
scaffold_164_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000069.1	=	NW_022059827.1	Primary Assembly	80138	na
scaffold_165_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000070.1	=	NW_022059828.1	Primary Assembly	80676	na
scaffold_166_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000071.1	=	NW_022059829.1	Primary Assembly	80351	na
scaffold_167_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000072.1	=	NW_022059830.1	Primary Assembly	79327	na
scaffold_168_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000073.1	=	NW_022059831.1	Primary Assembly	78523	na
scaffold_169_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000074.1	=	NW_022059832.1	Primary Assembly	78378	na
scaffold_170_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000076.1	=	NW_022059833.1	Primary Assembly	78593	na
scaffold_171_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000077.1	=	NW_022059834.1	Primary Assembly	77822	na
scaffold_172_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000078.1	=	NW_022059835.1	Primary Assembly	75235	na
scaffold_173_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000079.1	=	NW_022059836.1	Primary Assembly	74542	na
scaffold_174_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000080.1	=	NW_022059837.1	Primary Assembly	74570	na
scaffold_175_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000081.1	=	NW_022059838.1	Primary Assembly	74393	na
scaffold_176_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000082.1	=	NW_022059839.1	Primary Assembly	71788	na
scaffold_177_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000083.1	=	NW_022059840.1	Primary Assembly	71317	na
scaffold_178_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000084.1	=	NW_022059841.1	Primary Assembly	70685	na
scaffold_179_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000085.1	=	NW_022059842.1	Primary Assembly	69414	na
scaffold_180_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000087.1	=	NW_022059843.1	Primary Assembly	69391	na
scaffold_181_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000088.1	=	NW_022059844.1	Primary Assembly	67851	na
scaffold_182_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000089.1	=	NW_022059845.1	Primary Assembly	66990	na
scaffold_183_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000090.1	=	NW_022059846.1	Primary Assembly	66378	na
scaffold_184_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000091.1	=	NW_022059847.1	Primary Assembly	64293	na
scaffold_185_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000092.1	=	NW_022059848.1	Primary Assembly	64035	na
scaffold_186_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000093.1	=	NW_022059849.1	Primary Assembly	64539	na
scaffold_187_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000094.1	=	NW_022059850.1	Primary Assembly	62999	na
scaffold_188_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000095.1	=	NW_022059851.1	Primary Assembly	61413	na
scaffold_189_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000096.1	=	NW_022059852.1	Primary Assembly	61566	na
scaffold_190_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000097.1	=	NW_022059853.1	Primary Assembly	60231	na
scaffold_191_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000098.1	=	NW_022059854.1	Primary Assembly	60349	na
scaffold_192_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000099.1	=	NW_022059855.1	Primary Assembly	59738	na
scaffold_193_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000100.1	=	NW_022059856.1	Primary Assembly	59380	na
scaffold_194_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000101.1	=	NW_022059857.1	Primary Assembly	59155	na
scaffold_195_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000102.1	=	NW_022059858.1	Primary Assembly	58907	na
scaffold_196_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000103.1	=	NW_022059859.1	Primary Assembly	58725	na
scaffold_197_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000104.1	=	NW_022059860.1	Primary Assembly	58439	na
scaffold_198_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000105.1	=	NW_022059861.1	Primary Assembly	58015	na
scaffold_199_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000106.1	=	NW_022059862.1	Primary Assembly	58460	na
scaffold_200_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000109.1	=	NW_022059863.1	Primary Assembly	57846	na
scaffold_201_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000110.1	=	NW_022059864.1	Primary Assembly	57574	na
scaffold_202_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000111.1	=	NW_022059865.1	Primary Assembly	57538	na
scaffold_203_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000112.1	=	NW_022059866.1	Primary Assembly	56342	na
scaffold_204_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000113.1	=	NW_022059867.1	Primary Assembly	56577	na
scaffold_205_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000114.1	=	NW_022059868.1	Primary Assembly	56676	na
scaffold_206_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000115.1	=	NW_022059869.1	Primary Assembly	56089	na
scaffold_207_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000116.1	=	NW_022059870.1	Primary Assembly	56105	na
scaffold_208_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000117.1	=	NW_022059871.1	Primary Assembly	55902	na
scaffold_209_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000118.1	=	NW_022059872.1	Primary Assembly	55442	na
scaffold_210_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000119.1	=	NW_022059873.1	Primary Assembly	54636	na
scaffold_211_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000120.1	=	NW_022059874.1	Primary Assembly	54245	na
scaffold_212_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000121.1	=	NW_022059875.1	Primary Assembly	54036	na
scaffold_213_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000122.1	=	NW_022059876.1	Primary Assembly	53479	na
scaffold_214_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000123.1	=	NW_022059877.1	Primary Assembly	53385	na
scaffold_215_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000124.1	=	NW_022059878.1	Primary Assembly	52716	na
scaffold_216_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000125.1	=	NW_022059879.1	Primary Assembly	52367	na
scaffold_217_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000126.1	=	NW_022059880.1	Primary Assembly	52139	na
scaffold_218_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000127.1	=	NW_022059881.1	Primary Assembly	52452	na
scaffold_219_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000128.1	=	NW_022059882.1	Primary Assembly	51315	na
scaffold_220_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000130.1	=	NW_022059883.1	Primary Assembly	51268	na
scaffold_221_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000131.1	=	NW_022059884.1	Primary Assembly	49568	na
scaffold_222_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000132.1	=	NW_022059885.1	Primary Assembly	48257	na
scaffold_223_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000133.1	=	NW_022059886.1	Primary Assembly	48106	na
scaffold_224_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000134.1	=	NW_022059887.1	Primary Assembly	47028	na
scaffold_225_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000135.1	=	NW_022059888.1	Primary Assembly	47459	na
scaffold_226_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000136.1	=	NW_022059889.1	Primary Assembly	47380	na
scaffold_227_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000137.1	=	NW_022059890.1	Primary Assembly	46959	na
scaffold_228_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000138.1	=	NW_022059891.1	Primary Assembly	46966	na
scaffold_229_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000139.1	=	NW_022059892.1	Primary Assembly	46699	na
scaffold_230_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000141.1	=	NW_022059893.1	Primary Assembly	47245	na
scaffold_231_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000142.1	=	NW_022059894.1	Primary Assembly	46683	na
scaffold_232_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000143.1	=	NW_022059895.1	Primary Assembly	45556	na
scaffold_233_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000144.1	=	NW_022059896.1	Primary Assembly	45693	na
scaffold_234_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000145.1	=	NW_022059897.1	Primary Assembly	45439	na
scaffold_235_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000146.1	=	NW_022059898.1	Primary Assembly	45615	na
scaffold_236_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000147.1	=	NW_022059899.1	Primary Assembly	45268	na
scaffold_237_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000148.1	=	NW_022059900.1	Primary Assembly	44909	na
scaffold_238_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000149.1	=	NW_022059901.1	Primary Assembly	44325	na
scaffold_239_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000150.1	=	NW_022059902.1	Primary Assembly	44299	na
scaffold_240_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000152.1	=	NW_022059903.1	Primary Assembly	44098	na
scaffold_241_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000153.1	=	NW_022059904.1	Primary Assembly	43881	na
scaffold_242_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000154.1	=	NW_022059905.1	Primary Assembly	43295	na
scaffold_243_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000155.1	=	NW_022059906.1	Primary Assembly	44065	na
scaffold_244_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000156.1	=	NW_022059907.1	Primary Assembly	43553	na
scaffold_245_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000157.1	=	NW_022059908.1	Primary Assembly	43529	na
scaffold_246_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000158.1	=	NW_022059909.1	Primary Assembly	43553	na
scaffold_247_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000159.1	=	NW_022059910.1	Primary Assembly	43789	na
scaffold_248_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000160.1	=	NW_022059911.1	Primary Assembly	43115	na
scaffold_249_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000161.1	=	NW_022059912.1	Primary Assembly	43540	na
scaffold_250_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000163.1	=	NW_022059913.1	Primary Assembly	43114	na
scaffold_251_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000164.1	=	NW_022059914.1	Primary Assembly	43052	na
scaffold_252_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000165.1	=	NW_022059915.1	Primary Assembly	42948	na
scaffold_253_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000166.1	=	NW_022059916.1	Primary Assembly	41451	na
scaffold_254_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000167.1	=	NW_022059917.1	Primary Assembly	41954	na
scaffold_255_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000168.1	=	NW_022059918.1	Primary Assembly	40367	na
scaffold_256_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000169.1	=	NW_022059919.1	Primary Assembly	39538	na
scaffold_257_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000170.1	=	NW_022059920.1	Primary Assembly	40634	na
scaffold_258_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000171.1	=	NW_022059921.1	Primary Assembly	40399	na
scaffold_259_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000172.1	=	NW_022059922.1	Primary Assembly	40192	na
scaffold_260_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000174.1	=	NW_022059923.1	Primary Assembly	39750	na
scaffold_261_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000175.1	=	NW_022059924.1	Primary Assembly	39214	na
scaffold_262_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000176.1	=	NW_022059925.1	Primary Assembly	38825	na
scaffold_263_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000177.1	=	NW_022059926.1	Primary Assembly	36940	na
scaffold_264_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000178.1	=	NW_022059927.1	Primary Assembly	37030	na
scaffold_265_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000179.1	=	NW_022059928.1	Primary Assembly	36807	na
scaffold_266_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000180.1	=	NW_022059929.1	Primary Assembly	36477	na
scaffold_267_arrow_ctg1	unplaced-scaffold	na	na	VHHN01000181.1	=	NW_022059930.1	Primary Assembly	35394	na
