# Assembly name:  PodMur_1.0
# Organism name:  Podarcis muralis (common wall lizard)
# Infraspecific name:  ecotype=yellow
# Sex:  male
# Taxid:          64176
# BioSample:      SAMN10820182
# BioProject:     PRJNA515813
# Submitter:      CIBIO-InBIO
# Date:           2019-03-07
# Assembly type:  haploid
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# WGS project:    SIRZ01
# Assembly method: FALCON v. 0.4.0; Pilon v. JAN-2018; HiRise v. JAN-2018
# Expected final version: yes
# Genome coverage: 100.0x
# Sequencing technology: PacBio; HiSeq; Chicago; HiC
# RefSeq category: Representative Genome
# GenBank assembly accession: GCA_004329235.1
# RefSeq assembly accession: GCF_004329235.1
# RefSeq assembly and GenBank assemblies identical: no
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_004329435.1	GCF_004329435.1	Primary Assembly
## 	GCF_004519765.1	non-nuclear
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
unplaced_scaffold0088	unplaced-scaffold	na	na	SIRZ01000107.1	=	NW_021164436.1	Primary Assembly	40970	na
unplaced_scaffold0089	unplaced-scaffold	na	na	SIRZ01000108.1	=	NW_021164437.1	Primary Assembly	40852	na
unplaced_scaffold0090	unplaced-scaffold	na	na	SIRZ01000109.1	=	NW_021164438.1	Primary Assembly	40828	na
unplaced_scaffold0091	unplaced-scaffold	na	na	SIRZ01000110.1	=	NW_021164439.1	Primary Assembly	40590	na
unplaced_scaffold0092	unplaced-scaffold	na	na	SIRZ01000111.1	=	NW_021164440.1	Primary Assembly	40520	na
unplaced_scaffold0093	unplaced-scaffold	na	na	SIRZ01000112.1	=	NW_021164441.1	Primary Assembly	40508	na
unplaced_scaffold0094	unplaced-scaffold	na	na	SIRZ01000113.1	=	NW_021164442.1	Primary Assembly	40389	na
unplaced_scaffold0095	unplaced-scaffold	na	na	SIRZ01000114.1	=	NW_021164443.1	Primary Assembly	40204	na
unplaced_scaffold0096	unplaced-scaffold	na	na	SIRZ01000115.1	=	NW_021164444.1	Primary Assembly	40025	na
unplaced_scaffold0097	unplaced-scaffold	na	na	SIRZ01000116.1	=	NW_021164445.1	Primary Assembly	39741	na
unplaced_scaffold0098	unplaced-scaffold	na	na	SIRZ01000117.1	=	NW_021164446.1	Primary Assembly	39719	na
unplaced_scaffold0099	unplaced-scaffold	na	na	SIRZ01000118.1	=	NW_021164447.1	Primary Assembly	39395	na
unplaced_scaffold0100	unplaced-scaffold	na	na	SIRZ01000119.1	=	NW_021164448.1	Primary Assembly	39371	na
unplaced_scaffold0101	unplaced-scaffold	na	na	SIRZ01000120.1	=	NW_021164449.1	Primary Assembly	39065	na
unplaced_scaffold0102	unplaced-scaffold	na	na	SIRZ01000121.1	=	NW_021164450.1	Primary Assembly	39038	na
unplaced_scaffold0103	unplaced-scaffold	na	na	SIRZ01000122.1	=	NW_021164451.1	Primary Assembly	38961	na
unplaced_scaffold0104	unplaced-scaffold	na	na	SIRZ01000123.1	=	NW_021164452.1	Primary Assembly	38875	na
unplaced_scaffold0105	unplaced-scaffold	na	na	SIRZ01000124.1	=	NW_021164453.1	Primary Assembly	38756	na
unplaced_scaffold0106	unplaced-scaffold	na	na	SIRZ01000125.1	=	NW_021164454.1	Primary Assembly	38745	na
unplaced_scaffold0107	unplaced-scaffold	na	na	SIRZ01000126.1	=	NW_021164455.1	Primary Assembly	38584	na
unplaced_scaffold0108	unplaced-scaffold	na	na	SIRZ01000127.1	=	NW_021164456.1	Primary Assembly	38481	na
unplaced_scaffold0109	unplaced-scaffold	na	na	SIRZ01000128.1	=	NW_021164457.1	Primary Assembly	38232	na
unplaced_scaffold0110	unplaced-scaffold	na	na	SIRZ01000129.1	=	NW_021164458.1	Primary Assembly	38179	na
unplaced_scaffold0111	unplaced-scaffold	na	na	SIRZ01000130.1	=	NW_021164459.1	Primary Assembly	37970	na
unplaced_scaffold0112	unplaced-scaffold	na	na	SIRZ01000131.1	=	NW_021164460.1	Primary Assembly	37920	na
unplaced_scaffold0113	unplaced-scaffold	na	na	SIRZ01000132.1	=	NW_021164461.1	Primary Assembly	37874	na
unplaced_scaffold0114	unplaced-scaffold	na	na	SIRZ01000133.1	=	NW_021164462.1	Primary Assembly	37768	na
unplaced_scaffold0115	unplaced-scaffold	na	na	SIRZ01000134.1	=	NW_021164463.1	Primary Assembly	37646	na
unplaced_scaffold0116	unplaced-scaffold	na	na	SIRZ01000135.1	=	NW_021164464.1	Primary Assembly	37387	na
unplaced_scaffold0117	unplaced-scaffold	na	na	SIRZ01000136.1	=	NW_021164465.1	Primary Assembly	36838	na
unplaced_scaffold0118	unplaced-scaffold	na	na	SIRZ01000137.1	=	NW_021164466.1	Primary Assembly	36819	na
unplaced_scaffold0119	unplaced-scaffold	na	na	SIRZ01000138.1	=	NW_021164467.1	Primary Assembly	36737	na
unplaced_scaffold0120	unplaced-scaffold	na	na	SIRZ01000139.1	=	NW_021164468.1	Primary Assembly	36501	na
unplaced_scaffold0121	unplaced-scaffold	na	na	SIRZ01000140.1	=	NW_021164469.1	Primary Assembly	36451	na
unplaced_scaffold0122	unplaced-scaffold	na	na	SIRZ01000141.1	=	NW_021164470.1	Primary Assembly	36381	na
unplaced_scaffold0123	unplaced-scaffold	na	na	SIRZ01000142.1	=	NW_021164471.1	Primary Assembly	36275	na
unplaced_scaffold0124	unplaced-scaffold	na	na	SIRZ01000143.1	=	NW_021164472.1	Primary Assembly	36260	na
unplaced_scaffold0125	unplaced-scaffold	na	na	SIRZ01000144.1	=	NW_021164473.1	Primary Assembly	36230	na
unplaced_scaffold0126	unplaced-scaffold	na	na	SIRZ01000145.1	=	NW_021164474.1	Primary Assembly	36139	na
unplaced_scaffold0127	unplaced-scaffold	na	na	SIRZ01000146.1	=	NW_021164475.1	Primary Assembly	35978	na
unplaced_scaffold0128	unplaced-scaffold	na	na	SIRZ01000147.1	=	NW_021164476.1	Primary Assembly	35965	na
unplaced_scaffold0129	unplaced-scaffold	na	na	SIRZ01000148.1	=	NW_021164477.1	Primary Assembly	35672	na
unplaced_scaffold0130	unplaced-scaffold	na	na	SIRZ01000149.1	=	NW_021164478.1	Primary Assembly	35525	na
unplaced_scaffold0131	unplaced-scaffold	na	na	SIRZ01000150.1	=	NW_021164479.1	Primary Assembly	35374	na
unplaced_scaffold0132	unplaced-scaffold	na	na	SIRZ01000151.1	=	NW_021164480.1	Primary Assembly	35370	na
unplaced_scaffold0133	unplaced-scaffold	na	na	SIRZ01000152.1	=	NW_021164481.1	Primary Assembly	35274	na
unplaced_scaffold0134	unplaced-scaffold	na	na	SIRZ01000153.1	=	NW_021164482.1	Primary Assembly	35253	na
unplaced_scaffold0135	unplaced-scaffold	na	na	SIRZ01000154.1	=	NW_021164483.1	Primary Assembly	35243	na
unplaced_scaffold0136	unplaced-scaffold	na	na	SIRZ01000155.1	=	NW_021164484.1	Primary Assembly	35241	na
unplaced_scaffold0137	unplaced-scaffold	na	na	SIRZ01000156.1	=	NW_021164485.1	Primary Assembly	35168	na
unplaced_scaffold0138	unplaced-scaffold	na	na	SIRZ01000157.1	=	NW_021164486.1	Primary Assembly	35043	na
unplaced_scaffold0139	unplaced-scaffold	na	na	SIRZ01000158.1	=	NW_021164487.1	Primary Assembly	34994	na
unplaced_scaffold0140	unplaced-scaffold	na	na	SIRZ01000159.1	=	NW_021164488.1	Primary Assembly	34735	na
unplaced_scaffold0141	unplaced-scaffold	na	na	SIRZ01000160.1	=	NW_021164489.1	Primary Assembly	34668	na
unplaced_scaffold0142	unplaced-scaffold	na	na	SIRZ01000161.1	=	NW_021164490.1	Primary Assembly	34394	na
unplaced_scaffold0143	unplaced-scaffold	na	na	SIRZ01000162.1	=	NW_021164491.1	Primary Assembly	34246	na
unplaced_scaffold0144	unplaced-scaffold	na	na	SIRZ01000163.1	=	NW_021164492.1	Primary Assembly	34061	na
unplaced_scaffold0145	unplaced-scaffold	na	na	SIRZ01000164.1	=	NW_021164493.1	Primary Assembly	33797	na
unplaced_scaffold0146	unplaced-scaffold	na	na	SIRZ01000165.1	=	NW_021164494.1	Primary Assembly	33732	na
unplaced_scaffold0147	unplaced-scaffold	na	na	SIRZ01000166.1	=	NW_021164495.1	Primary Assembly	33636	na
unplaced_scaffold0148	unplaced-scaffold	na	na	SIRZ01000167.1	=	NW_021164496.1	Primary Assembly	33518	na
unplaced_scaffold0149	unplaced-scaffold	na	na	SIRZ01000168.1	=	NW_021164497.1	Primary Assembly	33497	na
unplaced_scaffold0150	unplaced-scaffold	na	na	SIRZ01000169.1	=	NW_021164498.1	Primary Assembly	33447	na
unplaced_scaffold0151	unplaced-scaffold	na	na	SIRZ01000170.1	=	NW_021164499.1	Primary Assembly	33362	na
unplaced_scaffold0152	unplaced-scaffold	na	na	SIRZ01000171.1	=	NW_021164500.1	Primary Assembly	33347	na
unplaced_scaffold0153	unplaced-scaffold	na	na	SIRZ01000172.1	=	NW_021164501.1	Primary Assembly	33136	na
unplaced_scaffold0154	unplaced-scaffold	na	na	SIRZ01000173.1	=	NW_021164502.1	Primary Assembly	33025	na
unplaced_scaffold0155	unplaced-scaffold	na	na	SIRZ01000174.1	=	NW_021164503.1	Primary Assembly	32991	na
unplaced_scaffold0156	unplaced-scaffold	na	na	SIRZ01000175.1	=	NW_021164504.1	Primary Assembly	32976	na
unplaced_scaffold0157	unplaced-scaffold	na	na	SIRZ01000176.1	=	NW_021164505.1	Primary Assembly	32857	na
unplaced_scaffold0158	unplaced-scaffold	na	na	SIRZ01000177.1	=	NW_021164506.1	Primary Assembly	32676	na
unplaced_scaffold0159	unplaced-scaffold	na	na	SIRZ01000178.1	=	NW_021164507.1	Primary Assembly	32618	na
unplaced_scaffold0160	unplaced-scaffold	na	na	SIRZ01000179.1	=	NW_021164508.1	Primary Assembly	32555	na
unplaced_scaffold0161	unplaced-scaffold	na	na	SIRZ01000180.1	=	NW_021164509.1	Primary Assembly	32453	na
unplaced_scaffold0162	unplaced-scaffold	na	na	SIRZ01000181.1	=	NW_021164510.1	Primary Assembly	32336	na
unplaced_scaffold0163	unplaced-scaffold	na	na	SIRZ01000182.1	=	NW_021164511.1	Primary Assembly	32327	na
unplaced_scaffold0164	unplaced-scaffold	na	na	SIRZ01000183.1	=	NW_021164512.1	Primary Assembly	32323	na
unplaced_scaffold0165	unplaced-scaffold	na	na	SIRZ01000184.1	=	NW_021164513.1	Primary Assembly	32150	na
unplaced_scaffold0166	unplaced-scaffold	na	na	SIRZ01000185.1	=	NW_021164514.1	Primary Assembly	32048	na
unplaced_scaffold0167	unplaced-scaffold	na	na	SIRZ01000186.1	=	NW_021164515.1	Primary Assembly	31999	na
unplaced_scaffold0168	unplaced-scaffold	na	na	SIRZ01000187.1	=	NW_021164516.1	Primary Assembly	31830	na
unplaced_scaffold0169	unplaced-scaffold	na	na	SIRZ01000188.1	=	NW_021164517.1	Primary Assembly	31797	na
unplaced_scaffold0170	unplaced-scaffold	na	na	SIRZ01000189.1	=	NW_021164518.1	Primary Assembly	31754	na
unplaced_scaffold0171	unplaced-scaffold	na	na	SIRZ01000190.1	=	NW_021164519.1	Primary Assembly	31697	na
unplaced_scaffold0172	unplaced-scaffold	na	na	SIRZ01000191.1	=	NW_021164520.1	Primary Assembly	31519	na
unplaced_scaffold0173	unplaced-scaffold	na	na	SIRZ01000192.1	=	NW_021164521.1	Primary Assembly	31501	na
unplaced_scaffold0174	unplaced-scaffold	na	na	SIRZ01000193.1	=	NW_021164522.1	Primary Assembly	31491	na
unplaced_scaffold0175	unplaced-scaffold	na	na	SIRZ01000194.1	=	NW_021164523.1	Primary Assembly	31353	na
unplaced_scaffold0176	unplaced-scaffold	na	na	SIRZ01000195.1	=	NW_021164524.1	Primary Assembly	31283	na
unplaced_scaffold0177	unplaced-scaffold	na	na	SIRZ01000196.1	=	NW_021164525.1	Primary Assembly	31277	na
unplaced_scaffold0178	unplaced-scaffold	na	na	SIRZ01000197.1	=	NW_021164526.1	Primary Assembly	31259	na
unplaced_scaffold0179	unplaced-scaffold	na	na	SIRZ01000198.1	=	NW_021164527.1	Primary Assembly	31197	na
unplaced_scaffold0180	unplaced-scaffold	na	na	SIRZ01000199.1	=	NW_021164528.1	Primary Assembly	31164	na
unplaced_scaffold0181	unplaced-scaffold	na	na	SIRZ01000200.1	=	NW_021164529.1	Primary Assembly	31089	na
unplaced_scaffold0182	unplaced-scaffold	na	na	SIRZ01000201.1	=	NW_021164530.1	Primary Assembly	31070	na
unplaced_scaffold0183	unplaced-scaffold	na	na	SIRZ01000202.1	=	NW_021164531.1	Primary Assembly	31045	na
unplaced_scaffold0184	unplaced-scaffold	na	na	SIRZ01000203.1	=	NW_021164532.1	Primary Assembly	31007	na
unplaced_scaffold0185	unplaced-scaffold	na	na	SIRZ01000204.1	=	NW_021164533.1	Primary Assembly	30985	na
unplaced_scaffold0186	unplaced-scaffold	na	na	SIRZ01000205.1	=	NW_021164534.1	Primary Assembly	30957	na
unplaced_scaffold0187	unplaced-scaffold	na	na	SIRZ01000206.1	=	NW_021164535.1	Primary Assembly	30877	na
unplaced_scaffold0188	unplaced-scaffold	na	na	SIRZ01000207.1	=	NW_021164536.1	Primary Assembly	30851	na
unplaced_scaffold0189	unplaced-scaffold	na	na	SIRZ01000208.1	=	NW_021164537.1	Primary Assembly	30749	na
unplaced_scaffold0190	unplaced-scaffold	na	na	SIRZ01000209.1	=	NW_021164538.1	Primary Assembly	30664	na
unplaced_scaffold0191	unplaced-scaffold	na	na	SIRZ01000210.1	=	NW_021164539.1	Primary Assembly	30536	na
