# Assembly name:  AnoCar2.0
# Organism name:  Anolis carolinensis (green anole)
# Taxid:          28377
# BioSample:      SAMN02981230
# BioProject:     PRJNA18787
# Submitter:      Broad Institute
# Date:           2011-01-10
# Synonyms:       anoCar2	
# Assembly type:  haploid
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# WGS project:    AAWZ02
# Assembly method: Arachne v. 3.0.0
# Genome coverage: 7.10x
# Sequencing technology: ABI
# RefSeq category: Representative Genome
# GenBank assembly accession: GCA_000090745.2
# RefSeq assembly accession: GCF_000090745.1
# RefSeq assembly and GenBank assemblies identical: yes
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_000090755.1	GCF_000090755.1	Primary Assembly
## GCA_000072855.2	GCF_000072855.2	non-nuclear
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
LGf	assembled-molecule	f	Linkage Group	CM000947.1	=	NC_014786.1	Primary Assembly	4257874	chrLGf
LGg	assembled-molecule	g	Linkage Group	CM000948.1	=	NC_014787.1	Primary Assembly	424765	chrLGg
LGh	assembled-molecule	h	Linkage Group	CM000949.1	=	NC_014788.1	Primary Assembly	248369	chrLGh
chrUn0710	unplaced-scaffold	na	na	AAWZ02033737.1	=	NW_003339449.1	Primary Assembly	127533	chrUn_AAWZ02033737
chrUn0810	unplaced-scaffold	na	na	AAWZ02034288.1	=	NW_003339549.1	Primary Assembly	93925	chrUn_AAWZ02034288
chrUn0856	unplaced-scaffold	na	na	AAWZ02034517.1	=	NW_003339595.1	Primary Assembly	82055	chrUn_AAWZ02034517
chrUn0868	unplaced-scaffold	na	na	AAWZ02034579.1	=	NW_003339607.1	Primary Assembly	80143	chrUn_AAWZ02034579
chrUn0915	unplaced-scaffold	na	na	AAWZ02034793.1	=	NW_003339654.1	Primary Assembly	71491	chrUn_AAWZ02034793
chrUn0945	unplaced-scaffold	na	na	AAWZ02034921.1	=	NW_003339684.1	Primary Assembly	67001	chrUn_AAWZ02034921
chrUn0962	unplaced-scaffold	na	na	AAWZ02034995.1	=	NW_003339701.1	Primary Assembly	65244	chrUn_AAWZ02034995
chrUn0964	unplaced-scaffold	na	na	AAWZ02035000.1	=	NW_003339703.1	Primary Assembly	65197	chrUn_AAWZ02035000
chrUn0983	unplaced-scaffold	na	na	AAWZ02035066.1	=	NW_003339722.1	Primary Assembly	62721	chrUn_AAWZ02035066
chrUn0989	unplaced-scaffold	na	na	AAWZ02035082.1	=	NW_003339728.1	Primary Assembly	62108	chrUn_AAWZ02035082
chrUn0992	unplaced-scaffold	na	na	AAWZ02035088.1	=	NW_003339731.1	Primary Assembly	61829	chrUn_AAWZ02035088
chrUn1019	unplaced-scaffold	na	na	AAWZ02035191.1	=	NW_003339758.1	Primary Assembly	58275	chrUn_AAWZ02035191
chrUn1030	unplaced-scaffold	na	na	AAWZ02035238.1	=	NW_003339769.1	Primary Assembly	57425	chrUn_AAWZ02035238
chrUn1038	unplaced-scaffold	na	na	AAWZ02035266.1	=	NW_003339777.1	Primary Assembly	55635	chrUn_AAWZ02035266
chrUn1046	unplaced-scaffold	na	na	AAWZ02035292.1	=	NW_003339785.1	Primary Assembly	54937	chrUn_AAWZ02035292
chrUn1057	unplaced-scaffold	na	na	AAWZ02035329.1	=	NW_003339796.1	Primary Assembly	54060	chrUn_AAWZ02035329
chrUn1062	unplaced-scaffold	na	na	AAWZ02035345.1	=	NW_003339801.1	Primary Assembly	53519	chrUn_AAWZ02035345
chrUn1088	unplaced-scaffold	na	na	AAWZ02035429.1	=	NW_003339827.1	Primary Assembly	50947	chrUn_AAWZ02035429
chrUn1114	unplaced-scaffold	na	na	AAWZ02035514.1	=	NW_003339853.1	Primary Assembly	47754	chrUn_AAWZ02035514
chrUn1117	unplaced-scaffold	na	na	AAWZ02035520.1	=	NW_003339856.1	Primary Assembly	47423	chrUn_AAWZ02035520
chrUn1119	unplaced-scaffold	na	na	AAWZ02035524.1	=	NW_003339858.1	Primary Assembly	47173	chrUn_AAWZ02035524
chrUn1122	unplaced-scaffold	na	na	AAWZ02035531.1	=	NW_003339861.1	Primary Assembly	46978	chrUn_AAWZ02035531
chrUn1124	unplaced-scaffold	na	na	AAWZ02035537.1	=	NW_003339863.1	Primary Assembly	46650	chrUn_AAWZ02035537
chrUn1125	unplaced-scaffold	na	na	AAWZ02035538.1	=	NW_003339864.1	Primary Assembly	46586	chrUn_AAWZ02035538
chrUn1130	unplaced-scaffold	na	na	AAWZ02035552.1	=	NW_003339869.1	Primary Assembly	46298	chrUn_AAWZ02035552
chrUn1139	unplaced-scaffold	na	na	AAWZ02035576.1	=	NW_003339878.1	Primary Assembly	45160	chrUn_AAWZ02035576
chrUn1144	unplaced-scaffold	na	na	AAWZ02035589.1	=	NW_003339883.1	Primary Assembly	44763	chrUn_AAWZ02035589
chrUn1152	unplaced-scaffold	na	na	AAWZ02035609.1	=	NW_003339891.1	Primary Assembly	43583	chrUn_AAWZ02035609
chrUn1156	unplaced-scaffold	na	na	AAWZ02035619.1	=	NW_003339895.1	Primary Assembly	43210	chrUn_AAWZ02035619
chrUn1157	unplaced-scaffold	na	na	AAWZ02035620.1	=	NW_003339896.1	Primary Assembly	42975	chrUn_AAWZ02035620
chrUn1176	unplaced-scaffold	na	na	AAWZ02035675.1	=	NW_003339915.1	Primary Assembly	41093	chrUn_AAWZ02035675
chrUn1183	unplaced-scaffold	na	na	AAWZ02035693.1	=	NW_003339922.1	Primary Assembly	40747	chrUn_AAWZ02035693
chrUn1198	unplaced-scaffold	na	na	AAWZ02035735.1	=	NW_003339937.1	Primary Assembly	39566	chrUn_AAWZ02035735
chrUn1200	unplaced-scaffold	na	na	AAWZ02035739.1	=	NW_003339939.1	Primary Assembly	39450	chrUn_AAWZ02035739
chrUn1205	unplaced-scaffold	na	na	AAWZ02035752.1	=	NW_003339944.1	Primary Assembly	39151	chrUn_AAWZ02035752
chrUn1211	unplaced-scaffold	na	na	AAWZ02035767.1	=	NW_003339950.1	Primary Assembly	38849	chrUn_AAWZ02035767
chrUn1217	unplaced-scaffold	na	na	AAWZ02035785.1	=	NW_003339956.1	Primary Assembly	38468	chrUn_AAWZ02035785
chrUn1218	unplaced-scaffold	na	na	AAWZ02035786.1	=	NW_003339957.1	Primary Assembly	38444	chrUn_AAWZ02035786
chrUn1219	unplaced-scaffold	na	na	AAWZ02035787.1	=	NW_003339958.1	Primary Assembly	38326	chrUn_AAWZ02035787
chrUn1220	unplaced-scaffold	na	na	AAWZ02035788.1	=	NW_003339959.1	Primary Assembly	38232	chrUn_AAWZ02035788
chrUn1223	unplaced-scaffold	na	na	AAWZ02035793.1	=	NW_003339962.1	Primary Assembly	38037	chrUn_AAWZ02035793
chrUn1227	unplaced-scaffold	na	na	AAWZ02035806.1	=	NW_003339966.1	Primary Assembly	37887	chrUn_AAWZ02035806
chrUn1246	unplaced-scaffold	na	na	AAWZ02035863.1	=	NW_003339985.1	Primary Assembly	36714	chrUn_AAWZ02035863
chrUn1250	unplaced-scaffold	na	na	AAWZ02035874.1	=	NW_003339989.1	Primary Assembly	36593	chrUn_AAWZ02035874
chrUn1260	unplaced-scaffold	na	na	AAWZ02035903.1	=	NW_003339999.1	Primary Assembly	36061	chrUn_AAWZ02035903
chrUn1264	unplaced-scaffold	na	na	AAWZ02035910.1	=	NW_003340003.1	Primary Assembly	35905	chrUn_AAWZ02035910
chrUn1275	unplaced-scaffold	na	na	AAWZ02035941.1	=	NW_003340014.1	Primary Assembly	35198	chrUn_AAWZ02035941
chrUn1280	unplaced-scaffold	na	na	AAWZ02035952.1	=	NW_003340019.1	Primary Assembly	34957	chrUn_AAWZ02035952
chrUn1283	unplaced-scaffold	na	na	AAWZ02035960.1	=	NW_003340022.1	Primary Assembly	34816	chrUn_AAWZ02035960
chrUn1293	unplaced-scaffold	na	na	AAWZ02035986.1	=	NW_003340032.1	Primary Assembly	34113	chrUn_AAWZ02035986
chrUn1296	unplaced-scaffold	na	na	AAWZ02035993.1	=	NW_003340035.1	Primary Assembly	33944	chrUn_AAWZ02035993
chrUn1298	unplaced-scaffold	na	na	AAWZ02035997.1	=	NW_003340037.1	Primary Assembly	33839	chrUn_AAWZ02035997
chrUn1300	unplaced-scaffold	na	na	AAWZ02036000.1	=	NW_003340039.1	Primary Assembly	33721	chrUn_AAWZ02036000
chrUn1301	unplaced-scaffold	na	na	AAWZ02036001.1	=	NW_003340040.1	Primary Assembly	33629	chrUn_AAWZ02036001
chrUn1310	unplaced-scaffold	na	na	AAWZ02036018.1	=	NW_003340049.1	Primary Assembly	33215	chrUn_AAWZ02036018
chrUn1315	unplaced-scaffold	na	na	AAWZ02036029.1	=	NW_003340054.1	Primary Assembly	32966	chrUn_AAWZ02036029
chrUn1320	unplaced-scaffold	na	na	AAWZ02036043.1	=	NW_003340059.1	Primary Assembly	32933	chrUn_AAWZ02036043
chrUn1321	unplaced-scaffold	na	na	AAWZ02036044.1	=	NW_003340060.1	Primary Assembly	32904	chrUn_AAWZ02036044
chrUn1332	unplaced-scaffold	na	na	AAWZ02036069.1	=	NW_003340071.1	Primary Assembly	32494	chrUn_AAWZ02036069
chrUn1334	unplaced-scaffold	na	na	AAWZ02036073.1	=	NW_003340073.1	Primary Assembly	32468	chrUn_AAWZ02036073
chrUn1337	unplaced-scaffold	na	na	AAWZ02036080.1	=	NW_003340076.1	Primary Assembly	32327	chrUn_AAWZ02036080
chrUn1341	unplaced-scaffold	na	na	AAWZ02036089.1	=	NW_003340080.1	Primary Assembly	32093	chrUn_AAWZ02036089
chrUn1349	unplaced-scaffold	na	na	AAWZ02036108.1	=	NW_003340088.1	Primary Assembly	31962	chrUn_AAWZ02036108
chrUn1351	unplaced-scaffold	na	na	AAWZ02036111.1	=	NW_003340090.1	Primary Assembly	31828	chrUn_AAWZ02036111
chrUn1354	unplaced-scaffold	na	na	AAWZ02036116.1	=	NW_003340093.1	Primary Assembly	31772	chrUn_AAWZ02036116
chrUn1356	unplaced-scaffold	na	na	AAWZ02036120.1	=	NW_003340095.1	Primary Assembly	31717	chrUn_AAWZ02036120
chrUn1362	unplaced-scaffold	na	na	AAWZ02036133.1	=	NW_003340101.1	Primary Assembly	31480	chrUn_AAWZ02036133
chrUn1366	unplaced-scaffold	na	na	AAWZ02036143.1	=	NW_003340105.1	Primary Assembly	31414	chrUn_AAWZ02036143
chrUn1367	unplaced-scaffold	na	na	AAWZ02036144.1	=	NW_003340106.1	Primary Assembly	31362	chrUn_AAWZ02036144
chrUn1385	unplaced-scaffold	na	na	AAWZ02036190.1	=	NW_003340124.1	Primary Assembly	30619	chrUn_AAWZ02036190
chrUn1387	unplaced-scaffold	na	na	AAWZ02036194.1	=	NW_003340126.1	Primary Assembly	30465	chrUn_AAWZ02036194
chrUn1395	unplaced-scaffold	na	na	AAWZ02036210.1	=	NW_003340134.1	Primary Assembly	30173	chrUn_AAWZ02036210
chrUn1399	unplaced-scaffold	na	na	AAWZ02036218.1	=	NW_003340138.1	Primary Assembly	30128	chrUn_AAWZ02036218
chrUn1405	unplaced-scaffold	na	na	AAWZ02036231.1	=	NW_003340144.1	Primary Assembly	29966	chrUn_AAWZ02036231
chrUn1406	unplaced-scaffold	na	na	AAWZ02036232.1	=	NW_003340145.1	Primary Assembly	29950	chrUn_AAWZ02036232
chrUn1415	unplaced-scaffold	na	na	AAWZ02036251.1	=	NW_003340154.1	Primary Assembly	29649	chrUn_AAWZ02036251
chrUn1417	unplaced-scaffold	na	na	AAWZ02036254.1	=	NW_003340156.1	Primary Assembly	29596	chrUn_AAWZ02036254
chrUn1418	unplaced-scaffold	na	na	AAWZ02036255.1	=	NW_003340157.1	Primary Assembly	29563	chrUn_AAWZ02036255
chrUn1423	unplaced-scaffold	na	na	AAWZ02036265.1	=	NW_003340162.1	Primary Assembly	29376	chrUn_AAWZ02036265
chrUn1425	unplaced-scaffold	na	na	AAWZ02036268.1	=	NW_003340164.1	Primary Assembly	29322	chrUn_AAWZ02036268
chrUn1427	unplaced-scaffold	na	na	AAWZ02036273.1	=	NW_003340166.1	Primary Assembly	29303	chrUn_AAWZ02036273
chrUn1430	unplaced-scaffold	na	na	AAWZ02036280.1	=	NW_003340169.1	Primary Assembly	29242	chrUn_AAWZ02036280
chrUn1431	unplaced-scaffold	na	na	AAWZ02036281.1	=	NW_003340170.1	Primary Assembly	29192	chrUn_AAWZ02036281
chrUn1438	unplaced-scaffold	na	na	AAWZ02036294.1	=	NW_003340177.1	Primary Assembly	29017	chrUn_AAWZ02036294
chrUn1448	unplaced-scaffold	na	na	AAWZ02036318.1	=	NW_003340187.1	Primary Assembly	28794	chrUn_AAWZ02036318
chrUn1454	unplaced-scaffold	na	na	AAWZ02036331.1	=	NW_003340193.1	Primary Assembly	28478	chrUn_AAWZ02036331
chrUn1455	unplaced-scaffold	na	na	AAWZ02036332.1	=	NW_003340194.1	Primary Assembly	28468	chrUn_AAWZ02036332
chrUn1456	unplaced-scaffold	na	na	AAWZ02036333.1	=	NW_003340195.1	Primary Assembly	28450	chrUn_AAWZ02036333
chrUn1457	unplaced-scaffold	na	na	AAWZ02036334.1	=	NW_003340196.1	Primary Assembly	28435	chrUn_AAWZ02036334
chrUn1458	unplaced-scaffold	na	na	AAWZ02036335.1	=	NW_003340197.1	Primary Assembly	28435	chrUn_AAWZ02036335
chrUn1459	unplaced-scaffold	na	na	AAWZ02036336.1	=	NW_003340198.1	Primary Assembly	28402	chrUn_AAWZ02036336
chrUn1462	unplaced-scaffold	na	na	AAWZ02036342.1	=	NW_003340201.1	Primary Assembly	28355	chrUn_AAWZ02036342
chrUn1464	unplaced-scaffold	na	na	AAWZ02036345.1	=	NW_003340203.1	Primary Assembly	28330	chrUn_AAWZ02036345
chrUn1466	unplaced-scaffold	na	na	AAWZ02036348.1	=	NW_003340205.1	Primary Assembly	28289	chrUn_AAWZ02036348
chrUn1468	unplaced-scaffold	na	na	AAWZ02036351.1	=	NW_003340207.1	Primary Assembly	28218	chrUn_AAWZ02036351
chrUn1469	unplaced-scaffold	na	na	AAWZ02036352.1	=	NW_003340208.1	Primary Assembly	28175	chrUn_AAWZ02036352
chrUn1480	unplaced-scaffold	na	na	AAWZ02036376.1	=	NW_003340219.1	Primary Assembly	27932	chrUn_AAWZ02036376
chrUn1482	unplaced-scaffold	na	na	AAWZ02036379.1	=	NW_003340221.1	Primary Assembly	27904	chrUn_AAWZ02036379
chrUn1484	unplaced-scaffold	na	na	AAWZ02036383.1	=	NW_003340223.1	Primary Assembly	27877	chrUn_AAWZ02036383
chrUn1489	unplaced-scaffold	na	na	AAWZ02036392.1	=	NW_003340228.1	Primary Assembly	27786	chrUn_AAWZ02036392
chrUn1491	unplaced-scaffold	na	na	AAWZ02036395.1	=	NW_003340230.1	Primary Assembly	27641	chrUn_AAWZ02036395
chrUn1494	unplaced-scaffold	na	na	AAWZ02036400.1	=	NW_003340233.1	Primary Assembly	27573	chrUn_AAWZ02036400
chrUn1497	unplaced-scaffold	na	na	AAWZ02036406.1	=	NW_003340236.1	Primary Assembly	27539	chrUn_AAWZ02036406
chrUn1500	unplaced-scaffold	na	na	AAWZ02036412.1	=	NW_003340239.1	Primary Assembly	27373	chrUn_AAWZ02036412
chrUn1501	unplaced-scaffold	na	na	AAWZ02036413.1	=	NW_003340240.1	Primary Assembly	27334	chrUn_AAWZ02036413
chrUn1505	unplaced-scaffold	na	na	AAWZ02036422.1	=	NW_003340244.1	Primary Assembly	27174	chrUn_AAWZ02036422
chrUn1507	unplaced-scaffold	na	na	AAWZ02036425.1	=	NW_003340246.1	Primary Assembly	27115	chrUn_AAWZ02036425
chrUn1514	unplaced-scaffold	na	na	AAWZ02036440.1	=	NW_003340253.1	Primary Assembly	26856	chrUn_AAWZ02036440
chrUn1516	unplaced-scaffold	na	na	AAWZ02036443.1	=	NW_003340255.1	Primary Assembly	26820	chrUn_AAWZ02036443
chrUn1517	unplaced-scaffold	na	na	AAWZ02036444.1	=	NW_003340256.1	Primary Assembly	26806	chrUn_AAWZ02036444
chrUn1520	unplaced-scaffold	na	na	AAWZ02036452.1	=	NW_003340259.1	Primary Assembly	26760	chrUn_AAWZ02036452
chrUn1523	unplaced-scaffold	na	na	AAWZ02036458.1	=	NW_003340262.1	Primary Assembly	26578	chrUn_AAWZ02036458
chrUn1524	unplaced-scaffold	na	na	AAWZ02036459.1	=	NW_003340263.1	Primary Assembly	26553	chrUn_AAWZ02036459
chrUn1525	unplaced-scaffold	na	na	AAWZ02036460.1	=	NW_003340264.1	Primary Assembly	26545	chrUn_AAWZ02036460
chrUn1526	unplaced-scaffold	na	na	AAWZ02036461.1	=	NW_003340265.1	Primary Assembly	26514	chrUn_AAWZ02036461
chrUn1527	unplaced-scaffold	na	na	AAWZ02036462.1	=	NW_003340266.1	Primary Assembly	26502	chrUn_AAWZ02036462
chrUn1530	unplaced-scaffold	na	na	AAWZ02036468.1	=	NW_003340269.1	Primary Assembly	26484	chrUn_AAWZ02036468
chrUn1531	unplaced-scaffold	na	na	AAWZ02036469.1	=	NW_003340270.1	Primary Assembly	26469	chrUn_AAWZ02036469
chrUn1532	unplaced-scaffold	na	na	AAWZ02036470.1	=	NW_003340271.1	Primary Assembly	26463	chrUn_AAWZ02036470
chrUn1535	unplaced-scaffold	na	na	AAWZ02036476.1	=	NW_003340274.1	Primary Assembly	26251	chrUn_AAWZ02036476
chrUn1537	unplaced-scaffold	na	na	AAWZ02036479.1	=	NW_003340276.1	Primary Assembly	26201	chrUn_AAWZ02036479
chrUn1541	unplaced-scaffold	na	na	AAWZ02036487.1	=	NW_003340280.1	Primary Assembly	26073	chrUn_AAWZ02036487
chrUn1542	unplaced-scaffold	na	na	AAWZ02036488.1	=	NW_003340281.1	Primary Assembly	26063	chrUn_AAWZ02036488
chrUn1547	unplaced-scaffold	na	na	AAWZ02036499.1	=	NW_003340286.1	Primary Assembly	25985	chrUn_AAWZ02036499
chrUn1548	unplaced-scaffold	na	na	AAWZ02036500.1	=	NW_003340287.1	Primary Assembly	25977	chrUn_AAWZ02036500
chrUn1553	unplaced-scaffold	na	na	AAWZ02036513.1	=	NW_003340292.1	Primary Assembly	25851	chrUn_AAWZ02036513
chrUn1554	unplaced-scaffold	na	na	AAWZ02036514.1	=	NW_003340293.1	Primary Assembly	25818	chrUn_AAWZ02036514
chrUn1556	unplaced-scaffold	na	na	AAWZ02036517.1	=	NW_003340295.1	Primary Assembly	25713	chrUn_AAWZ02036517
chrUn1559	unplaced-scaffold	na	na	AAWZ02036522.1	=	NW_003340298.1	Primary Assembly	25646	chrUn_AAWZ02036522
chrUn1560	unplaced-scaffold	na	na	AAWZ02036523.1	=	NW_003340299.1	Primary Assembly	25625	chrUn_AAWZ02036523
chrUn1562	unplaced-scaffold	na	na	AAWZ02036527.1	=	NW_003340301.1	Primary Assembly	25607	chrUn_AAWZ02036527
chrUn1563	unplaced-scaffold	na	na	AAWZ02036528.1	=	NW_003340302.1	Primary Assembly	25586	chrUn_AAWZ02036528
chrUn1566	unplaced-scaffold	na	na	AAWZ02036535.1	=	NW_003340305.1	Primary Assembly	25552	chrUn_AAWZ02036535
chrUn1567	unplaced-scaffold	na	na	AAWZ02036536.1	=	NW_003340306.1	Primary Assembly	25541	chrUn_AAWZ02036536
chrUn1568	unplaced-scaffold	na	na	AAWZ02036537.1	=	NW_003340307.1	Primary Assembly	25505	chrUn_AAWZ02036537
chrUn1571	unplaced-scaffold	na	na	AAWZ02036544.1	=	NW_003340310.1	Primary Assembly	25428	chrUn_AAWZ02036544
chrUn1572	unplaced-scaffold	na	na	AAWZ02036545.1	=	NW_003340311.1	Primary Assembly	25409	chrUn_AAWZ02036545
chrUn1573	unplaced-scaffold	na	na	AAWZ02036546.1	=	NW_003340312.1	Primary Assembly	25357	chrUn_AAWZ02036546
chrUn1575	unplaced-scaffold	na	na	AAWZ02036549.1	=	NW_003340314.1	Primary Assembly	25341	chrUn_AAWZ02036549
chrUn1576	unplaced-scaffold	na	na	AAWZ02036550.1	=	NW_003340315.1	Primary Assembly	25282	chrUn_AAWZ02036550
chrUn1578	unplaced-scaffold	na	na	AAWZ02036553.1	=	NW_003340317.1	Primary Assembly	25236	chrUn_AAWZ02036553
chrUn1582	unplaced-scaffold	na	na	AAWZ02036562.1	=	NW_003340321.1	Primary Assembly	25175	chrUn_AAWZ02036562
chrUn1583	unplaced-scaffold	na	na	AAWZ02036563.1	=	NW_003340322.1	Primary Assembly	25136	chrUn_AAWZ02036563
chrUn1589	unplaced-scaffold	na	na	AAWZ02036575.1	=	NW_003340328.1	Primary Assembly	25040	chrUn_AAWZ02036575
chrUn1593	unplaced-scaffold	na	na	AAWZ02036582.1	=	NW_003340332.1	Primary Assembly	24897	chrUn_AAWZ02036582
chrUn1594	unplaced-scaffold	na	na	AAWZ02036583.1	=	NW_003340333.1	Primary Assembly	24895	chrUn_AAWZ02036583
chrUn1595	unplaced-scaffold	na	na	AAWZ02036584.1	=	NW_003340334.1	Primary Assembly	24880	chrUn_AAWZ02036584
chrUn1596	unplaced-scaffold	na	na	AAWZ02036585.1	=	NW_003340335.1	Primary Assembly	24870	chrUn_AAWZ02036585
chrUn1597	unplaced-scaffold	na	na	AAWZ02036586.1	=	NW_003340336.1	Primary Assembly	24866	chrUn_AAWZ02036586
chrUn1599	unplaced-scaffold	na	na	AAWZ02036590.1	=	NW_003340338.1	Primary Assembly	24794	chrUn_AAWZ02036590
chrUn1600	unplaced-scaffold	na	na	AAWZ02036591.1	=	NW_003340339.1	Primary Assembly	24793	chrUn_AAWZ02036591
chrUn1604	unplaced-scaffold	na	na	AAWZ02036598.1	=	NW_003340343.1	Primary Assembly	24692	chrUn_AAWZ02036598
chrUn1607	unplaced-scaffold	na	na	AAWZ02036603.1	=	NW_003340346.1	Primary Assembly	24619	chrUn_AAWZ02036603
chrUn1608	unplaced-scaffold	na	na	AAWZ02036604.1	=	NW_003340347.1	Primary Assembly	24594	chrUn_AAWZ02036604
chrUn1610	unplaced-scaffold	na	na	AAWZ02036607.1	=	NW_003340349.1	Primary Assembly	24527	chrUn_AAWZ02036607
chrUn1614	unplaced-scaffold	na	na	AAWZ02036615.1	=	NW_003340353.1	Primary Assembly	24441	chrUn_AAWZ02036615
chrUn1615	unplaced-scaffold	na	na	AAWZ02036616.1	=	NW_003340354.1	Primary Assembly	24428	chrUn_AAWZ02036616
chrUn1616	unplaced-scaffold	na	na	AAWZ02036617.1	=	NW_003340355.1	Primary Assembly	24388	chrUn_AAWZ02036617
chrUn1621	unplaced-scaffold	na	na	AAWZ02036627.1	=	NW_003340360.1	Primary Assembly	24277	chrUn_AAWZ02036627
chrUn1622	unplaced-scaffold	na	na	AAWZ02036628.1	=	NW_003340361.1	Primary Assembly	24250	chrUn_AAWZ02036628
chrUn1623	unplaced-scaffold	na	na	AAWZ02036629.1	=	NW_003340362.1	Primary Assembly	24240	chrUn_AAWZ02036629
chrUn1626	unplaced-scaffold	na	na	AAWZ02036634.1	=	NW_003340365.1	Primary Assembly	24199	chrUn_AAWZ02036634
chrUn1627	unplaced-scaffold	na	na	AAWZ02036635.1	=	NW_003340366.1	Primary Assembly	24162	chrUn_AAWZ02036635
chrUn1629	unplaced-scaffold	na	na	AAWZ02036638.1	=	NW_003340368.1	Primary Assembly	24110	chrUn_AAWZ02036638
chrUn1632	unplaced-scaffold	na	na	AAWZ02036645.1	=	NW_003340371.1	Primary Assembly	24042	chrUn_AAWZ02036645
chrUn1635	unplaced-scaffold	na	na	AAWZ02036651.1	=	NW_003340374.1	Primary Assembly	24007	chrUn_AAWZ02036651
chrUn1637	unplaced-scaffold	na	na	AAWZ02036656.1	=	NW_003340376.1	Primary Assembly	23985	chrUn_AAWZ02036656
chrUn1638	unplaced-scaffold	na	na	AAWZ02036657.1	=	NW_003340377.1	Primary Assembly	23973	chrUn_AAWZ02036657
chrUn1639	unplaced-scaffold	na	na	AAWZ02036658.1	=	NW_003340378.1	Primary Assembly	23947	chrUn_AAWZ02036658
chrUn1640	unplaced-scaffold	na	na	AAWZ02036659.1	=	NW_003340379.1	Primary Assembly	23941	chrUn_AAWZ02036659
chrUn1643	unplaced-scaffold	na	na	AAWZ02036664.1	=	NW_003340382.1	Primary Assembly	23886	chrUn_AAWZ02036664
chrUn1645	unplaced-scaffold	na	na	AAWZ02036667.1	=	NW_003340384.1	Primary Assembly	23853	chrUn_AAWZ02036667
chrUn1646	unplaced-scaffold	na	na	AAWZ02036668.1	=	NW_003340385.1	Primary Assembly	23848	chrUn_AAWZ02036668
chrUn1647	unplaced-scaffold	na	na	AAWZ02036669.1	=	NW_003340386.1	Primary Assembly	23812	chrUn_AAWZ02036669
chrUn1648	unplaced-scaffold	na	na	AAWZ02036670.1	=	NW_003340387.1	Primary Assembly	23811	chrUn_AAWZ02036670
chrUn1649	unplaced-scaffold	na	na	AAWZ02036671.1	=	NW_003340388.1	Primary Assembly	23801	chrUn_AAWZ02036671
chrUn1651	unplaced-scaffold	na	na	AAWZ02036675.1	=	NW_003340390.1	Primary Assembly	23775	chrUn_AAWZ02036675
chrUn1654	unplaced-scaffold	na	na	AAWZ02036681.1	=	NW_003340393.1	Primary Assembly	23626	chrUn_AAWZ02036681
