# Assembly name:  GRCg6a
# Description:    Genome Reference Consortium Chicken Build 6a
# Organism name:  Gallus gallus (chicken)
# Infraspecific name:  breed=Red Jungle fowl, inbred line UCD001
# Isolate:  RJF #256
# Sex:  female
# Taxid:          9031
# BioSample:      SAMN02981218
# BioProject:     PRJNA13342
# Submitter:      Genome Reference Consortium
# Date:           2018-03-27
# Synonyms:       galGal6	
# Assembly type:  haploid
# Release type:   minor
# Assembly level: Chromosome
# Genome representation: full
# WGS project:    AADN05
# Assembly method: FALCON-integrate v. 1.7.5
# Genome coverage: 82x
# Sequencing technology: Pacific Biosciences RSII (P6-C4 and P5-C3 chemistry)
# RefSeq category: Representative Genome
# GenBank assembly accession: GCA_000002315.5
# RefSeq assembly accession: GCF_000002315.6
# RefSeq assembly and GenBank assemblies identical: no
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_000000185.5	GCF_000000185.4	Primary Assembly
## 	GCF_000184395.2	non-nuclear
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
17	assembled-molecule	17	Chromosome	CM000109.5	=	NC_006104.5	Primary Assembly	10762512	chr17
18	assembled-molecule	18	Chromosome	CM000110.5	=	NC_006105.5	Primary Assembly	11373140	chr18
19	assembled-molecule	19	Chromosome	CM000111.5	=	NC_006106.5	Primary Assembly	10323212	chr19
20	assembled-molecule	20	Chromosome	CM000112.5	=	NC_006107.5	Primary Assembly	13897287	chr20
21	assembled-molecule	21	Chromosome	CM000113.5	=	NC_006108.5	Primary Assembly	6844979	chr21
22	assembled-molecule	22	Chromosome	CM000114.5	=	NC_006109.5	Primary Assembly	5459462	chr22
23	assembled-molecule	23	Chromosome	CM000115.5	=	NC_006110.5	Primary Assembly	6149580	chr23
24	assembled-molecule	24	Chromosome	CM000116.5	=	NC_006111.5	Primary Assembly	6491222	chr24
25	assembled-molecule	25	Chromosome	CM000124.5	=	NC_006112.4	Primary Assembly	3980610	chr25
26	assembled-molecule	26	Chromosome	CM000117.5	=	NC_006113.5	Primary Assembly	6055710	chr26
27	assembled-molecule	27	Chromosome	CM000118.5	=	NC_006114.5	Primary Assembly	8080432	chr27
28	assembled-molecule	28	Chromosome	CM000119.5	=	NC_006115.5	Primary Assembly	5116882	chr28
30	assembled-molecule	30	Chromosome	CM003637.2	=	NC_028739.2	Primary Assembly	1818525	chr30
31	assembled-molecule	31	Chromosome	CM003638.2	=	NC_028740.2	Primary Assembly	6153034	chr31
32	assembled-molecule	32	Chromosome	CM000120.4	=	NC_006119.4	Primary Assembly	725831	chr32
33	assembled-molecule	33	Chromosome	CM000123.5	=	NC_008465.4	Primary Assembly	7821666	chr33
W	assembled-molecule	W	Chromosome	CM000121.5	=	NC_006126.5	Primary Assembly	6813114	chrW
Z	assembled-molecule	Z	Chromosome	CM000122.5	=	NC_006127.5	Primary Assembly	82529921	chrZ
CHR1_123_RANDOM	unlocalized-scaffold	1	Chromosome	AADN05001166.1	=	NW_020109739.1	Primary Assembly	4675	chr1_NW_020109739v1_random
CHR1_132_RANDOM	unlocalized-scaffold	1	Chromosome	AADN05001175.1	=	NW_020109740.1	Primary Assembly	5861	chr1_NW_020109740v1_random
CHR1_134_RANDOM	unlocalized-scaffold	1	Chromosome	AADN05001177.1	=	NW_020109737.1	Primary Assembly	1765	chr1_NW_020109737v1_random
CHR1_247_RANDOM	unlocalized-scaffold	1	Chromosome	AADN05001290.1	=	NW_020109742.1	Primary Assembly	21511	chr1_NW_020109742v1_random
CHR1_330_RANDOM	unlocalized-scaffold	1	Chromosome	AADN05001373.1	=	NW_020109741.1	Primary Assembly	10869	chr1_NW_020109741v1_random
CHR1_347_RANDOM	unlocalized-scaffold	1	Chromosome	AADN05001390.1	=	NW_020109743.1	Primary Assembly	22289	chr1_NW_020109743v1_random
CHR1_360_RANDOM	unlocalized-scaffold	1	Chromosome	AADN05001403.1	=	NW_020109738.1	Primary Assembly	2384	chr1_NW_020109738v1_random
CHR3_105_RANDOM	unlocalized-scaffold	3	Chromosome	AADN05001148.1	=	NW_020109745.1	Primary Assembly	1783	chr3_NW_020109745v1_random
CHR3_175_RANDOM	unlocalized-scaffold	3	Chromosome	AADN05001218.1	=	NW_020109746.1	Primary Assembly	6272	chr3_NW_020109746v1_random
CHR3_187_RANDOM	unlocalized-scaffold	3	Chromosome	AADN05001230.1	=	NW_020109747.1	Primary Assembly	7246	chr3_NW_020109747v1_random
CHR3_496_RANDOM	unlocalized-scaffold	3	Chromosome	AADN05001551.1	=	NW_020109744.1	Primary Assembly	509	chr3_NW_020109744v1_random
CHR6_126_RANDOM	unlocalized-scaffold	6	Chromosome	AADN05001169.1	=	NW_020109750.1	Primary Assembly	5224	chr6_NW_020109750v1_random
CHR6_174_RANDOM	unlocalized-scaffold	6	Chromosome	AADN05001217.1	=	NW_020109753.1	Primary Assembly	18845	chr6_NW_020109753v1_random
CHR6_185_RANDOM	unlocalized-scaffold	6	Chromosome	AADN05001228.1	=	NW_020109751.1	Primary Assembly	10724	chr6_NW_020109751v1_random
CHR6_186_RANDOM	unlocalized-scaffold	6	Chromosome	AADN05001229.1	=	NW_020109752.1	Primary Assembly	10928	chr6_NW_020109752v1_random
CHR6_234_RANDOM	unlocalized-scaffold	6	Chromosome	AADN05001277.1	=	NW_020109748.1	Primary Assembly	4087	chr6_NW_020109748v1_random
CHR6_436_RANDOM	unlocalized-scaffold	6	Chromosome	AADN05001479.1	=	NW_020109749.1	Primary Assembly	4448	chr6_NW_020109749v1_random
CHR9_48_RANDOM	unlocalized-scaffold	9	Chromosome	AADN05000525.1	=	NW_020109754.1	Primary Assembly	27963	chr9_NW_020109754v1_random
CHR13_499_RANDOM	unlocalized-scaffold	13	Chromosome	AADN05001554.1	=	NW_020109755.1	Primary Assembly	2157	chr13_NW_020109755v1_random
CHR14_115_RANDOM	unlocalized-scaffold	14	Chromosome	AADN05001158.1	=	NW_020109756.1	Primary Assembly	765	chr14_NW_020109756v1_random
CHR15_227_RANDOM	unlocalized-scaffold	15	Chromosome	AADN05001270.1	=	NW_020109757.1	Primary Assembly	2034	chr15_NW_020109757v1_random
CHR16_MHCY_513_RANDOM	unlocalized-scaffold	16	Chromosome	KZ626819.1	=	NW_020109758.1	Primary Assembly	149503	chr16_NW_020109758v1_random
CHR19_484_RANDOM	unlocalized-scaffold	19	Chromosome	AADN05001539.1	=	NW_020109759.1	Primary Assembly	1131	chr19_NW_020109759v1_random
CHR22_239_RANDOM	unlocalized-scaffold	22	Chromosome	AADN05001282.1	=	NW_020109760.1	Primary Assembly	918	chr22_NW_020109760v1_random
CHR23_117_RANDOM	unlocalized-scaffold	23	Chromosome	AADN05001160.1	=	NW_020109766.1	Primary Assembly	18922	chr23_NW_020109766v1_random
CHR23_224_RANDOM	unlocalized-scaffold	23	Chromosome	AADN05001267.1	=	NW_020109765.1	Primary Assembly	16157	chr23_NW_020109765v1_random
CHR23_346_RANDOM	unlocalized-scaffold	23	Chromosome	AADN05001389.1	=	NW_020109764.1	Primary Assembly	15003	chr23_NW_020109764v1_random
CHR23_464_RANDOM	unlocalized-scaffold	23	Chromosome	AADN05001507.1	=	NW_020109763.1	Primary Assembly	1662	chr23_NW_020109763v1_random
CHR23_493_RANDOM	unlocalized-scaffold	23	Chromosome	AADN05001548.1	=	NW_020109762.1	Primary Assembly	1264	chr23_NW_020109762v1_random
CHR23_509_RANDOM	unlocalized-scaffold	23	Chromosome	AADN05001564.1	=	NW_020109761.1	Primary Assembly	322	chr23_NW_020109761v1_random
CHR25_254_RANDOM	unlocalized-scaffold	25	Chromosome	AADN05001297.1	=	NW_020109767.1	Primary Assembly	1884	chr25_NW_020109767v1_random
CHR28_110_RANDOM	unlocalized-scaffold	28	Chromosome	AADN05001153.1	=	NW_020109768.1	Primary Assembly	1519	chr28_NW_020109768v1_random
CHR31_161_RANDOM	unlocalized-scaffold	31	Chromosome	AADN05001204.1	=	NW_020109769.1	Primary Assembly	9481	chr31_NW_020109769v1_random
CHR31_319_RANDOM	unlocalized-scaffold	31	Chromosome	AADN05001362.1	=	NW_020109771.1	Primary Assembly	11340	chr31_NW_020109771v1_random
CHR31_363_RANDOM	unlocalized-scaffold	31	Chromosome	AADN05001406.1	=	NW_020109770.1	Primary Assembly	11305	chr31_NW_020109770v1_random
CHR33_494_RANDOM	unlocalized-scaffold	33	Chromosome	AADN05001549.1	=	NW_020109772.1	Primary Assembly	182	chr33_NW_020109772v1_random
CHRW_111_RANDOM	unlocalized-scaffold	W	Chromosome	AADN05001154.1	=	NW_020109776.1	Primary Assembly	2003	chrW_NW_020109776v1_random
CHRW_142_RANDOM	unlocalized-scaffold	W	Chromosome	AADN05001185.1	=	NW_020109805.1	Primary Assembly	14047	chrW_NW_020109805v1_random
CHRW_149_RANDOM	unlocalized-scaffold	W	Chromosome	AADN05001192.1	=	NW_020109791.1	Primary Assembly	9034	chrW_NW_020109791v1_random
CHRW_153_RANDOM	unlocalized-scaffold	W	Chromosome	AADN05001196.1	=	NW_020109777.1	Primary Assembly	2092	chrW_NW_020109777v1_random
CHRW_194_RANDOM	unlocalized-scaffold	W	Chromosome	AADN05001237.1	=	NW_020109812.1	Primary Assembly	17224	chrW_NW_020109812v1_random
CHRW_195_RANDOM	unlocalized-scaffold	W	Chromosome	AADN05001238.1	=	NW_020109800.1	Primary Assembly	11068	chrW_NW_020109800v1_random
CHRW_222_RANDOM	unlocalized-scaffold	W	Chromosome	AADN05001265.1	=	NW_020109796.1	Primary Assembly	10224	chrW_NW_020109796v1_random
CHRW_255_RANDOM	unlocalized-scaffold	W	Chromosome	AADN05001298.1	=	NW_020109778.1	Primary Assembly	3094	chrW_NW_020109778v1_random
CHRW_327_RANDOM	unlocalized-scaffold	W	Chromosome	AADN05001370.1	=	NW_020109826.1	Primary Assembly	28212	chrW_NW_020109826v1_random
CHRW_367_RANDOM	unlocalized-scaffold	W	Chromosome	AADN05001410.1	=	NW_020109804.1	Primary Assembly	13829	chrW_NW_020109804v1_random
CHRW_369_RANDOM	unlocalized-scaffold	W	Chromosome	AADN05001412.1	=	NW_020109814.1	Primary Assembly	17442	chrW_NW_020109814v1_random
CHRW_370_RANDOM	unlocalized-scaffold	W	Chromosome	AADN05001413.1	=	NW_020109782.1	Primary Assembly	6929	chrW_NW_020109782v1_random
CHRW_380_RANDOM	unlocalized-scaffold	W	Chromosome	AADN05001423.1	=	NW_020109823.1	Primary Assembly	23209	chrW_NW_020109823v1_random
CHRW_381_RANDOM	unlocalized-scaffold	W	Chromosome	AADN05001424.1	=	NW_020109822.1	Primary Assembly	22964	chrW_NW_020109822v1_random
CHRW_382_RANDOM	unlocalized-scaffold	W	Chromosome	AADN05001425.1	=	NW_020109819.1	Primary Assembly	19721	chrW_NW_020109819v1_random
CHRW_383_RANDOM	unlocalized-scaffold	W	Chromosome	AADN05001426.1	=	NW_020109793.1	Primary Assembly	9607	chrW_NW_020109793v1_random
CHRW_384_RANDOM	unlocalized-scaffold	W	Chromosome	AADN05001427.1	=	NW_020109790.1	Primary Assembly	8909	chrW_NW_020109790v1_random
CHRW_385_RANDOM	unlocalized-scaffold	W	Chromosome	AADN05001428.1	=	NW_020109781.1	Primary Assembly	6830	chrW_NW_020109781v1_random
CHRW_386_RANDOM	unlocalized-scaffold	W	Chromosome	AADN05001429.1	=	NW_020109785.1	Primary Assembly	7878	chrW_NW_020109785v1_random
CHRW_388_RANDOM	unlocalized-scaffold	W	Chromosome	AADN05001431.1	=	NW_020109802.1	Primary Assembly	12728	chrW_NW_020109802v1_random
CHRW_390_RANDOM	unlocalized-scaffold	W	Chromosome	AADN05001433.1	=	NW_020109820.1	Primary Assembly	19850	chrW_NW_020109820v1_random
CHRW_391_RANDOM	unlocalized-scaffold	W	Chromosome	AADN05001434.1	=	NW_020109817.1	Primary Assembly	19204	chrW_NW_020109817v1_random
CHRW_392_RANDOM	unlocalized-scaffold	W	Chromosome	AADN05001435.1	=	NW_020109815.1	Primary Assembly	18028	chrW_NW_020109815v1_random
CHRW_393_RANDOM	unlocalized-scaffold	W	Chromosome	AADN05001436.1	=	NW_020109810.1	Primary Assembly	16320	chrW_NW_020109810v1_random
CHRW_395_RANDOM	unlocalized-scaffold	W	Chromosome	AADN05001438.1	=	NW_020109808.1	Primary Assembly	15438	chrW_NW_020109808v1_random
CHRW_399_RANDOM	unlocalized-scaffold	W	Chromosome	AADN05001442.1	=	NW_020109801.1	Primary Assembly	12127	chrW_NW_020109801v1_random
CHRW_402_RANDOM	unlocalized-scaffold	W	Chromosome	AADN05001445.1	=	NW_020109795.1	Primary Assembly	10162	chrW_NW_020109795v1_random
CHRW_406_RANDOM	unlocalized-scaffold	W	Chromosome	AADN05001449.1	=	NW_020109789.1	Primary Assembly	8559	chrW_NW_020109789v1_random
CHRW_407_RANDOM	unlocalized-scaffold	W	Chromosome	AADN05001450.1	=	NW_020109786.1	Primary Assembly	8166	chrW_NW_020109786v1_random
CHRW_408_RANDOM	unlocalized-scaffold	W	Chromosome	AADN05001451.1	=	NW_020109784.1	Primary Assembly	7765	chrW_NW_020109784v1_random
CHRW_409_RANDOM	unlocalized-scaffold	W	Chromosome	AADN05001452.1	=	NW_020109798.1	Primary Assembly	10551	chrW_NW_020109798v1_random
CHRW_410_RANDOM	unlocalized-scaffold	W	Chromosome	AADN05001453.1	=	NW_020109797.1	Primary Assembly	10371	chrW_NW_020109797v1_random
CHRW_414_RANDOM	unlocalized-scaffold	W	Chromosome	AADN05001457.1	=	NW_020109787.1	Primary Assembly	8267	chrW_NW_020109787v1_random
CHRW_415_RANDOM	unlocalized-scaffold	W	Chromosome	AADN05001458.1	=	NW_020109779.1	Primary Assembly	5587	chrW_NW_020109779v1_random
CHRW_416_RANDOM	unlocalized-scaffold	W	Chromosome	AADN05001459.1	=	NW_020109806.1	Primary Assembly	14330	chrW_NW_020109806v1_random
CHRW_418_RANDOM	unlocalized-scaffold	W	Chromosome	AADN05001461.1	=	NW_020109818.1	Primary Assembly	19471	chrW_NW_020109818v1_random
CHRW_419_RANDOM	unlocalized-scaffold	W	Chromosome	AADN05001462.1	=	NW_020109807.1	Primary Assembly	14810	chrW_NW_020109807v1_random
CHRW_423_RANDOM	unlocalized-scaffold	W	Chromosome	AADN05001466.1	=	NW_020109825.1	Primary Assembly	27808	chrW_NW_020109825v1_random
CHRW_424_RANDOM	unlocalized-scaffold	W	Chromosome	AADN05001467.1	=	NW_020109821.1	Primary Assembly	19928	chrW_NW_020109821v1_random
CHRW_425_RANDOM	unlocalized-scaffold	W	Chromosome	AADN05001468.1	=	NW_020109813.1	Primary Assembly	17321	chrW_NW_020109813v1_random
CHRW_426_RANDOM	unlocalized-scaffold	W	Chromosome	AADN05001469.1	=	NW_020109809.1	Primary Assembly	16043	chrW_NW_020109809v1_random
CHRW_427_RANDOM	unlocalized-scaffold	W	Chromosome	AADN05001470.1	=	NW_020109799.1	Primary Assembly	10871	chrW_NW_020109799v1_random
CHRW_428_RANDOM	unlocalized-scaffold	W	Chromosome	AADN05001471.1	=	NW_020109788.1	Primary Assembly	8275	chrW_NW_020109788v1_random
CHRW_429_RANDOM	unlocalized-scaffold	W	Chromosome	AADN05001472.1	=	NW_020109775.1	Primary Assembly	1568	chrW_NW_020109775v1_random
CHRW_437_RANDOM	unlocalized-scaffold	W	Chromosome	AADN05001480.1	=	NW_020109803.1	Primary Assembly	13691	chrW_NW_020109803v1_random
CHRW_439_RANDOM	unlocalized-scaffold	W	Chromosome	AADN05001482.1	=	NW_020109816.1	Primary Assembly	19032	chrW_NW_020109816v1_random
CHRW_456_RANDOM	unlocalized-scaffold	W	Chromosome	AADN05001499.1	=	NW_020109794.1	Primary Assembly	10106	chrW_NW_020109794v1_random
CHRW_457_RANDOM	unlocalized-scaffold	W	Chromosome	AADN05001500.1	=	NW_020109780.1	Primary Assembly	6668	chrW_NW_020109780v1_random
CHRW_458_RANDOM	unlocalized-scaffold	W	Chromosome	AADN05001501.1	=	NW_020109783.1	Primary Assembly	7074	chrW_NW_020109783v1_random
CHRW_463_RANDOM	unlocalized-scaffold	W	Chromosome	AADN05001506.1	=	NW_020109811.1	Primary Assembly	17217	chrW_NW_020109811v1_random
CHRW_475_RANDOM	unlocalized-scaffold	W	Chromosome	AADN05001518.1	=	NW_020109824.1	Primary Assembly	24105	chrW_NW_020109824v1_random
CHRW_480_RANDOM	unlocalized-scaffold	W	Chromosome	AADN05001523.1	=	NW_020109792.1	Primary Assembly	9182	chrW_NW_020109792v1_random
CHRZ_396_RANDOM	unlocalized-scaffold	Z	Chromosome	AADN05001439.1	=	NW_020109829.1	Primary Assembly	15587	chrZ_NW_020109829v1_random
CHRUN_23	unplaced-scaffold	na	na	AADN05000202.1	=	NW_020109839.1	Primary Assembly	33030	chrUn_NW_020109839v1
CHRUN_25	unplaced-scaffold	na	na	AADN05000232.1	=	NW_020110168.1	Primary Assembly	7419	chrUn_NW_020110168v1
CHRUN_51	unplaced-scaffold	na	na	AADN05000531.1	=	NW_020109833.1	Primary Assembly	28243	chrUn_NW_020109833v1
CHRUN_60	unplaced-scaffold	na	na	AADN05000623.1	=	NW_020109887.1	Primary Assembly	2149	chrUn_NW_020109887v1
CHRUN_102	unplaced-scaffold	na	na	AADN05001145.1	=	NW_020110117.1	Primary Assembly	20717	chrUn_NW_020110117v1
CHRUN_103	unplaced-scaffold	na	na	AADN05001146.1	=	NW_020110056.1	Primary Assembly	12537	chrUn_NW_020110056v1
CHRUN_104	unplaced-scaffold	na	na	AADN05001147.1	=	NW_020109854.1	Primary Assembly	644	chrUn_NW_020109854v1
CHRUN_106	unplaced-scaffold	na	na	AADN05001149.1	=	NW_020109971.1	Primary Assembly	6586	chrUn_NW_020109971v1
CHRUN_107	unplaced-scaffold	na	na	AADN05001150.1	=	NW_020109897.1	Primary Assembly	2566	chrUn_NW_020109897v1
CHRUN_108	unplaced-scaffold	na	na	AADN05001151.1	=	NW_020110030.1	Primary Assembly	10010	chrUn_NW_020110030v1
CHRUN_109	unplaced-scaffold	na	na	AADN05001152.1	=	NW_020109873.1	Primary Assembly	1643	chrUn_NW_020109873v1
CHRUN_112	unplaced-scaffold	na	na	AADN05001155.1	=	NW_020109927.1	Primary Assembly	3973	chrUn_NW_020109927v1
CHRUN_113	unplaced-scaffold	na	na	AADN05001156.1	=	NW_020109931.1	Primary Assembly	4198	chrUn_NW_020109931v1
CHRUN_114	unplaced-scaffold	na	na	AADN05001157.1	=	NW_020110002.1	Primary Assembly	8247	chrUn_NW_020110002v1
CHRUN_116	unplaced-scaffold	na	na	AADN05001159.1	=	NW_020109852.1	Primary Assembly	597	chrUn_NW_020109852v1
CHRUN_118	unplaced-scaffold	na	na	AADN05001161.1	=	NW_020110019.1	Primary Assembly	9568	chrUn_NW_020110019v1
CHRUN_119	unplaced-scaffold	na	na	AADN05001162.1	=	NW_020109889.1	Primary Assembly	2260	chrUn_NW_020109889v1
CHRUN_120	unplaced-scaffold	na	na	AADN05001163.1	=	NW_020109883.1	Primary Assembly	1935	chrUn_NW_020109883v1
CHRUN_121	unplaced-scaffold	na	na	AADN05001164.1	=	NW_020109911.1	Primary Assembly	2991	chrUn_NW_020109911v1
CHRUN_122	unplaced-scaffold	na	na	AADN05001165.1	=	NW_020110078.1	Primary Assembly	14494	chrUn_NW_020110078v1
CHRUN_124	unplaced-scaffold	na	na	AADN05001167.1	=	NW_020110074.1	Primary Assembly	14086	chrUn_NW_020110074v1
CHRUN_125	unplaced-scaffold	na	na	AADN05001168.1	=	NW_020109969.1	Primary Assembly	6539	chrUn_NW_020109969v1
CHRUN_127	unplaced-scaffold	na	na	AADN05001170.1	=	NW_020110073.1	Primary Assembly	14131	chrUn_NW_020110073v1
CHRUN_128	unplaced-scaffold	na	na	AADN05001171.1	=	NW_020110017.1	Primary Assembly	9308	chrUn_NW_020110017v1
CHRUN_129	unplaced-scaffold	na	na	AADN05001172.1	=	NW_020110126.1	Primary Assembly	21751	chrUn_NW_020110126v1
CHRUN_130	unplaced-scaffold	na	na	AADN05001173.1	=	NW_020109977.1	Primary Assembly	6824	chrUn_NW_020109977v1
CHRUN_131	unplaced-scaffold	na	na	AADN05001174.1	=	NW_020109953.1	Primary Assembly	5637	chrUn_NW_020109953v1
CHRUN_133	unplaced-scaffold	na	na	AADN05001176.1	=	NW_020109913.1	Primary Assembly	3346	chrUn_NW_020109913v1
CHRUN_135	unplaced-scaffold	na	na	AADN05001178.1	=	NW_020109890.1	Primary Assembly	2214	chrUn_NW_020109890v1
CHRUN_136	unplaced-scaffold	na	na	AADN05001179.1	=	NW_020110025.1	Primary Assembly	9858	chrUn_NW_020110025v1
CHRUN_137	unplaced-scaffold	na	na	AADN05001180.1	=	NW_020109923.1	Primary Assembly	3680	chrUn_NW_020109923v1
CHRUN_138	unplaced-scaffold	na	na	AADN05001181.1	=	NW_020109853.1	Primary Assembly	676	chrUn_NW_020109853v1
CHRUN_139	unplaced-scaffold	na	na	AADN05001182.1	=	NW_020109999.1	Primary Assembly	8242	chrUn_NW_020109999v1
CHRUN_140	unplaced-scaffold	na	na	AADN05001183.1	=	NW_020109955.1	Primary Assembly	5685	chrUn_NW_020109955v1
CHRUN_141	unplaced-scaffold	na	na	AADN05001184.1	=	NW_020109929.1	Primary Assembly	4040	chrUn_NW_020109929v1
CHRUN_143	unplaced-scaffold	na	na	AADN05001186.1	=	NW_020109908.1	Primary Assembly	2902	chrUn_NW_020109908v1
CHRUN_144	unplaced-scaffold	na	na	AADN05001187.1	=	NW_020109843.1	Primary Assembly	33802	chrUn_NW_020109843v1
CHRUN_145	unplaced-scaffold	na	na	AADN05001188.1	=	NW_020110149.1	Primary Assembly	34291	chrUn_NW_020110149v1
CHRUN_146	unplaced-scaffold	na	na	AADN05001189.1	=	NW_020109968.1	Primary Assembly	6349	chrUn_NW_020109968v1
CHRUN_147	unplaced-scaffold	na	na	AADN05001190.1	=	NW_020109885.1	Primary Assembly	2071	chrUn_NW_020109885v1
CHRUN_148	unplaced-scaffold	na	na	AADN05001191.1	=	NW_020110081.1	Primary Assembly	14773	chrUn_NW_020110081v1
CHRUN_150	unplaced-scaffold	na	na	AADN05001193.1	=	NW_020109836.1	Primary Assembly	30225	chrUn_NW_020109836v1
CHRUN_151	unplaced-scaffold	na	na	AADN05001194.1	=	NW_020109922.1	Primary Assembly	3647	chrUn_NW_020109922v1
CHRUN_152	unplaced-scaffold	na	na	AADN05001195.1	=	NW_020110065.1	Primary Assembly	13513	chrUn_NW_020110065v1
CHRUN_154	unplaced-scaffold	na	na	AADN05001197.1	=	NW_020110112.1	Primary Assembly	18989	chrUn_NW_020110112v1
CHRUN_155	unplaced-scaffold	na	na	AADN05001198.1	=	NW_020110008.1	Primary Assembly	8722	chrUn_NW_020110008v1
CHRUN_156	unplaced-scaffold	na	na	AADN05001199.1	=	NW_020110094.1	Primary Assembly	15929	chrUn_NW_020110094v1
CHRUN_157	unplaced-scaffold	na	na	AADN05001200.1	=	NW_020110058.1	Primary Assembly	12721	chrUn_NW_020110058v1
CHRUN_158	unplaced-scaffold	na	na	AADN05001201.1	=	NW_020110066.1	Primary Assembly	13240	chrUn_NW_020110066v1
CHRUN_159	unplaced-scaffold	na	na	AADN05001202.1	=	NW_020110109.1	Primary Assembly	18705	chrUn_NW_020110109v1
CHRUN_160	unplaced-scaffold	na	na	AADN05001203.1	=	NW_020110068.1	Primary Assembly	13599	chrUn_NW_020110068v1
CHRUN_162	unplaced-scaffold	na	na	AADN05001205.1	=	NW_020110088.1	Primary Assembly	15387	chrUn_NW_020110088v1
CHRUN_163	unplaced-scaffold	na	na	AADN05001206.1	=	NW_020109991.1	Primary Assembly	7923	chrUn_NW_020109991v1
CHRUN_164	unplaced-scaffold	na	na	AADN05001207.1	=	NW_020109937.1	Primary Assembly	4511	chrUn_NW_020109937v1
CHRUN_165	unplaced-scaffold	na	na	AADN05001208.1	=	NW_020109920.1	Primary Assembly	3581	chrUn_NW_020109920v1
CHRUN_166	unplaced-scaffold	na	na	AADN05001209.1	=	NW_020109932.1	Primary Assembly	4154	chrUn_NW_020109932v1
CHRUN_167	unplaced-scaffold	na	na	AADN05001210.1	=	NW_020109851.1	Primary Assembly	623	chrUn_NW_020109851v1
CHRUN_168	unplaced-scaffold	na	na	AADN05001211.1	=	NW_020109978.1	Primary Assembly	6814	chrUn_NW_020109978v1
